work_id,composer,title,catalog_system,catalog_number,recording_count
work_7df3158d2f20,"Wagner, Richard","Wagner, Die Meistersinger von Nurnberg - Vorspiel zum ersten Aufzug",,,1
work_09a9ae793fa5,"Wagner, Richard","Wagner, Gotterdammerung - Trauermarsch (3. Aufzug)",,,1
work_bb14d5d4d005,"Wagner, Richard","Wagner, Parsifal - Good Friday Music",,,1
work_652f8f5cb775,"Wagner, Richard","Wagner, Siegfried-Idyll",,,1
work_700446b2e1a7,"Wagner, Richard","Wagner, Tannhauser - Ouverture",,,1
work_c8c124936e57,"Wagner, Richard","Wagner, Tristan und Isolde",,,1
work_a5e7e8a5e6bc,"Wagner, Richard","Wagner, Tristan und Isolde - Liebestod",,,1
work_3e5069d54210,"Weber, Carl Maria von",Applause,,,1
work_ffd62bfaebd5,"Weber, Carl Maria von","Weber, Oberon Ouverture",,,1
work_1983d3c975f4,"Xenakis, Iannis",Achorripsis (1957),,,1
work_22760e5fcc8e,"Xenakis, Iannis",Akrata (1965),,,1
work_0b7813617707,"Xenakis, Iannis",Antikhthon (1971),,,1
work_55e39bf4bf83,"Xenakis, Iannis",Ata (1987),,,1
work_abc47aa250ae,"Xenakis, Iannis",Aпs (1980),,,1
work_d0d251f88767,"Xenakis, Iannis",Empreintes (1975),,,1
work_4f62074c144e,"Xenakis, Iannis",Eridanos (1972),,,1
work_0b6a3851f69d,"Xenakis, Iannis",Erikhthon (1974),,,1
work_72a3a6cd0b0e,"Xenakis, Iannis",Hiketides (1964),,,1
work_d469af15d0d2,"Xenakis, Iannis",Horos (1986),,,1
work_7578c3aa9ae6,"Xenakis, Iannis",Jonchaies (1977),,,1
work_a9be4a0cb3cc,"Xenakis, Iannis",Krinoidi (1991),,,1
work_b3a618dfa9dc,"Xenakis, Iannis",Kyania (1990),,,1
work_d83e48f19e96,"Xenakis, Iannis",Lichens (1983),,,1
work_f95cf7b3b772,"Xenakis, Iannis",Metastaseis (1954),,,1
work_a5a265e11780,"Xenakis, Iannis",Noomena (1974),,,1
work_49e00f2ea656,"Xenakis, Iannis",Pithoprakta (1956),,,1
work_4afb6ac23f23,"Xenakis, Iannis",Roai (1991),,,1
work_005c43204682,"Xenakis, Iannis",ST/48 (1956),,,1
work_4d7c2b7bc8bd,"Xenakis, Iannis",Shaar (1983),,,1
work_15d3cf87820d,"Xenakis, Iannis",Synaphai (1977),,,1
work_33762e631b19,"Xenakis, Iannis",Syrmos (1959),,,1
work_a857cb0feb05,"Xenakis, Iannis",Tracees (1987),,,1
work_9cdfc18877c4,,''F.A.E.'' Sonata. III.Scherzo-Trio,,,1
work_07aa900426a0,,"'Ah, I See Seven Great Shut Doorways'",,,1
work_5604cff4648e,,'Hearts That I Have Loved And Cherished',,,1
work_71cccfc3fc7a,,'Is This Really Bluebeard's Castle',,,1
work_3354d70d4d88,,"'Now I Know It All, O Bluebeard'",,,1
work_9e39ffec8865,,'The Tale Is Old' - 'Here We Are Now',,,1
work_913ea7fee7fd,,"01. C.Schuricht, Berlin Philharmonic.",,,2
work_85f4576875b2,,"06. E.Mravinsky, Leningrad Philharmonic.",,,2
work_554224e006ff,,08,,,1
work_70141d5b47a6,,"08. S.Celibidache, Stuttgart Radio Symphony Orchestra.",,,2
work_12aee11b9a11,,1827,,,1
work_fe5ee74a6084,,2. Giuoco Delle Coppie - Allegretto Scherzando,,,1
work_950092e6de1a,,4.Etwas angeheitert - Leggermente ubriaco,,,1
work_6e18069048c8,,Adagio. Sehr feierlich und sehr langsam,,,4
work_64e922795339,,Adante; Allegretto,,,1
work_351183d03737,,"Agnus Dei, The Choir of Trinity College, Cambridge / Richard Marlow, director",,,1
work_e1dfb6cd08be,,Alban Berg,,,2
work_6a6669e749e1,,"Albeniz, Isaac- Iberia , Espana",,,1
work_f5b2dc778ca5,,Amoyal,,,1
work_0ba27c4d2297,,Anton Bruckner,,,1
work_6dd065532e97,,Anton Bruckner. Symphony no. 7,,,1
work_f3780d318bc6,,Applaus,,,1
work_3476169f3aed,,Applause,,,2
work_c3496b00e1c5,,"Aufenthalt, S560 No.3",,,1
work_012e8dfd19c2,,Ballad Medley,,,1
work_7403e4a56b3a,,Barber,,,4
work_e80a41973684,,Bartok Rhapsody No 1 - 1 Lassu,,,1
work_dbf5d7f2d7cf,,Bartok Rhapsody No 1 - 2 Friss,,,1
work_da552d7f4730,,Bartok Rhapsody No 2 - 1 Lassu,,,1
work_2d7c84ece833,,Bartok Rhapsody No 2 - 2 Friss,,,1
work_1369e712d056,,Bartok Romanian Folk Dances - 1 Danse du baton (Stick Dance),,,1
work_6e4724cae513,,Bartok Romanian Folk Dances - 2 Danse de la ceinture (Sash Dance),,,1
work_de8dbf312fbc,,Bartok Romanian Folk Dances - 3 Trepigneuse (In one spot),,,1
work_10405ba311b7,,Bartok Romanian Folk Dances - 4 Danse de ceux de Bacium (Horn Dance),,,1
work_c607d8c8fa84,,Bartok Romanian Folk Dances - 5 Polka roumaine (Romanian Polka),,,1
work_2c411ac13719,,Bartok Romanian Folk Dances - 6 Danse precipitee (Fast Dance - from Belenyes and Nyagra),,,1
work_d8957c9ddb31,,Bartok Violin Sonata No 2,,,1
work_7ebc246abf99,,Bartok Violin Sonata No 2 - 2 Allegretto,,,1
work_257ea8f5a018,,Beethoven Klavierkonzerte 3 & 4,,,1
work_0358b2a4a0b6,,Beethoven Piano Concerto No. 4_1,,,1
work_8f465f350732,,Beethoven Piano Concerto No. 4_2,,,1
work_fcb5b942051d,,Beethoven Piano Concerto No. 4_3,,,1
work_6d280d230df1,,Beethoven Piano Sonatas (6 of 9),,,1
work_0a5398e401b4,,Beethoven Piano Sonatas Barenboim,,,1
work_1730308ff6e0,,Beethoven Piano Sonatas CD 8 Daniel Barenboim,,,1
work_41a2b08aba2f,,Beethoven Piano Sonatas cd 3 Daniel Barenboim,,,1
work_a314f051bbfc,,Beethoven Piano Sonatas cd 9 Daniel Barenboim,,,1
work_7390c84b6dbe,,"Beethoven, Mendelssohn",,,1
work_b8bc73974096,,"Beruckner 4 ""Romantische""",,,1
work_3e23c315f6ca,,Bluebeard 'The Last Of My Doors Must Stay Shut',,,1
work_fa68f493f85c,,Bohor (1962),,,1
work_d8655ed6a6ae,,Brahms 1 BPO/Karajan,,,1
work_f885dd22e118,,Brahms 2 BPO/Karajan,,,1
work_f89da89db9a7,,Brahms 3 BPO/Karajan,,,1
work_0333e2c7dc7b,,Brahms 4 BPO/Karajan,,,1
work_936e28fe037d,,"Brahms, Schumann",,,1
work_40ee768896f1,,"Brahms, Weber",,,1
work_712f346a1322,,Bruce Brubaker,,,1
work_413d72953c62,,Bruckner 4 Klemperer,,,1
work_aa9d907c4c06,,Bruckner 7,,,8
work_83db4ea0263a,,Bruckner 9 Symphonien 9CDs Karajan Berliner Philharmoniker DGG 4296482,,,1
work_9881364a0ad6,,Bruckner Cycle Celibidache Stuttgart RSO,,,1
work_79a75a9edf13,,Bruckner Symphonies Nos.8 & 9,,,2
work_ccbdc46d16d0,,Bruckner Symphony No.6 in A major 1. Maestoso,,,1
work_cc08a9eeee86,,Bruckner Symphony No.6 in A major 2. Adagio (Molto solenne),,,1
work_d266428b965d,,Bruckner Symphony No.6 in A major 3. Scherzo (Con moto (Moderato)) & Trio,,,1
work_f4e78b82da66,,Bruckner Symphony No.6 in A major 4. Finale (Allegro ma non troppo),,,1
work_7ac6d94be877,,Bruckner Symphony No.8 in C minor,,,1
work_8fbbe2a91da0,,"Bruckner, Symphony No.4",,,1
work_6b5cff8c5cc1,,"Bruckner, Symphony No.7 in E",,,2
work_842a362e3112,,Bruckner;Symphony No.7,,,12
work_445691add3cb,,Bruckner;Syphony No.7,,,2
work_cf6d8c42de2c,,Burgundy Walk,,,1
work_070c5a13f720,,CDA67941-2,,,1
work_f1420955fd1c,,"Canon alla Decima, in Contrapunto alla Terza",,,1
work_aee935bc0519,,Canon alla Duodecima in Contrapunto alla Quinta,,,1
work_149a176b43f9,,Canon alla Ottava,,,1
work_648a3c83f478,,Canon per Augmentationem in contraio motu,,,1
work_f077dc59eecf,,Cantata Profana,,,1
work_3d19c702d440,,Cantata Profana I. there was once an old man,,,1
work_da7a1ca72910,,Canzonetta. Andante,,,1
work_a298bc3ecd09,,Complete Symphonies,,,1
work_36e00b4fa386,,"Concerto for two pianos, Percussion and Orchestra",,,1
work_cd583148da2e,,Concerto for viola and Orchestra,,,1
work_cf51cb6c19e8,,Concerto for violin and Orchestra 1,,,1
work_29b365f4816e,,Concertos,,,1
work_008fd526f2a9,,Concret PH (1958),,,1
work_347c19d727ee,,Contrapunctus 1,,,1
work_009fc8fc0eb3,,"Contrapunctus 10, a 4, alla Decima",,,1
work_97b857ccef9e,,"Contrapunctus 11, a 4",,,1
work_d05d667051a6,,Contrapunctus 2,,,1
work_4f7ed44ca313,,Contrapunctus 3,,,1
work_137e8f151ef1,,Contrapunctus 4,,,1
work_a20d24af73e9,,Contrapunctus 5,,,1
work_b78806119adc,,"Contrapunctus 6, a 4, in Stylo Francese",,,1
work_18a73bdd88ae,,"Contrapunctus 7, a 4, per Augmentationem et Diminutionem",,,1
work_8c5fc2309317,,"Contrapunctus 8, a 3",,,1
work_bcf0f55f8565,,"Contrapunctus 9, a 4, alla Duodecima",,,1
work_70f7f4c67a13,,"Contrapunctus, a 3 - inversus",,,1
work_25b98facb47e,,"Contrapunctus, a 3 - rectus",,,1
work_913b6f72a399,,"Contrapunctus, a 4 - inversus",,,1
work_353697db86eb,,"Contrapunctus, a 4 - rectus",,,1
work_a74230e4fac1,,D:\�½��ļ���\�½��ļ���\Evgeny Kissin - Beethoven Complete Piano Concertos CD3,,,1
work_01a185a784e1,,D:\�½��ļ���\�½��ļ���\Unknown Artist - Unknown Title,,,1
work_0d5024fd775d,,"David Pizarro, organ",,,1
work_ff6c1cd3f434,,Debussy. Sonata for Violin and Piano. I.Allegro vivo,,,1
work_f3c1f2aac6ca,,Debussy. Sonata for Violin and Piano. II.Intermede. Fantasque et leger,,,1
work_67ae0b46afa1,,Debussy. Sonata for Violin and Piano. III.Finale. Tres anime,,,1
work_a1e55efef781,,Dhun,,,4
work_8c1bad1268e5,,Dhun Kafi,,,1
work_3385eed78fd8,,Dhwani,,,1
work_abbe1d06e53c,,Diamorphoses (1957),,,1
work_592ab59ae12e,,Die Jakobsleiter,,,1
work_442d5318b014,,"Die Jakobsleiter - 'Dies Entweder und dies Oder' (Gabriel, ein Ringender)",,,1
work_9e6cbdbf2ee6,,"Die Jakobsleiter - 'Du bist immerhin' (Gabriel, ein Aufruehrerischer)",,,1
work_361badf8f823,,Die Jakobsleiter - 'Gegen seinen und euren Willen' (Gabriel),,,1
work_cc9bb6add5c8,,"Die Jakobsleiter - 'Gleichviel! Weiter!' (Gabriel, ein Berufener)",,,1
work_da91086f13bb,,"Die Jakobsleiter - 'Herr, mein ganzes Leben lang' (Der Sterbende)",,,1
work_d6273add8cee,,"Die Jakobsleiter - 'Herr, verzeih meine Ueberhebung' (Der Moench, Gabriel)",,,1
work_6ebf72b5d57c,,"Die Jakobsleiter - 'Nahst du wieder dem Licht' (Gabriel, Chor)",,,1
work_83e2ccfca2d9,,"Die Jakobsleiter - 'Ob rechts, ob links' (Gabriel, Chor)",,,1
work_2c2d605f2153,,"Die Jakobsleiter - 'Ohne zu fragen' (Chor, Gabriel)",,,1
work_8cb8a4932a27,,Dvorak,,,1
work_17e9dabc2afa,,E:\APE\Rip\JS bach WTC(Innsbruck) JVC VICC 60071-74\CD1\Sviatoslav Richter - J.S.Bach - The Well-Tempered Clavier (1 4),,,1
work_c6bab4360ac7,,E:\APE\Rip\JS bach WTC(Innsbruck) JVC VICC 60071-74\CD2\Sviatoslav Richter - J.S.Bach - The Well-Tempered Clavier (2 4),,,1
work_164883217d97,,E:\APE\Rip\JS bach WTC(Innsbruck) JVC VICC 60071-74\CD3\Sviatoslav Richter - J.S.Bach - The Well-Tempered Clavier (3 4),,,1
work_e447ad2bd01f,,E:\APE\Rip\JS bach WTC(Innsbruck) JVC VICC 60071-74\CD4\Sviatoslav Richter - J.S.Bach - The Well-Tempered Clavier (4 4),,,1
work_587693261098,,"E:\APE\rip\Bareboim Bruckner CSO\CD01\Bruckner - Symphonie Nr. 1, Te Deum; Chicago Symphony Orchestra, Barenboim",,,1
work_e5cee9dc0857,,E:\APE\rip\Bareboim Bruckner CSO\CD03\Anton Bruckner - Symphonie nr. 2 c-moll,,,1
work_4be45cf39995,,E:\APE\rip\Bareboim Bruckner CSO\CD03\Unknown Artist - Unknown Title,,,1
work_efdf25cb9f33,,"E:\APE\rip\Bareboim Bruckner CSO\CD04\Bruckner, Anton - Symphonie No4 es- dur- Chicago Symphony Orchestra - Barenboim - Bruckner, Anton - Symphonie No4 es- dur- Chicago Symphony Orchestra - Barenboim",,,1
work_f53f8a994e71,,E:\APE\rip\Bareboim Bruckner CSO\CD05\Anton Bruckner - Symphonie Nr. 5,,,1
work_0230a9d27acf,,E:\APE\rip\Bareboim Bruckner CSO\CD06\Unknown Artist - Unknown Title,,,1
work_9456f8d943eb,,E:\APE\rip\Bareboim Bruckner CSO\CD07\Anton Bruckner - Symphonie Nr. 7,,,1
work_ef22b1d2ca7d,,E:\APE\rip\Bareboim Bruckner CSO\CD08\Unknown Artist - Unknown Title,,,1
work_f090066909c8,,E:\APE\rip\Bareboim Bruckner CSO\CD09\Unknown Artist - Unknown Title,,,1
work_94812633e69e,,E:\APE\rip\Bareboim Bruckner CSO\CD10\Unknown Artist - Unknown Title,,,1
work_49f7b5ae25f2,,"East & West, Yin & Yang",,,1
work_0664952d88aa,,Evgeny Kissin,,,1
work_e3ece71bd4e3,,FeriaPCM,,,2
work_7cce7b3b767f,,Fifth Dance,,,1
work_a9cf788aac25,,"Fifth Door - Bluebeard - Look, My Castle Gleams And Brightens'",,,1
work_35b1b70290ee,,"Finale. Bewegt, doch nicht zu schnell",,,2
work_5ea23f321d8e,,Fire Night,,,1
work_09ee73e0a542,,First Dance,,,1
work_8da33cee8602,,First Door - Judith - 'Woe!' - 'What Seest Thou',,,1
work_c374bc1eea5f,,First seduction game,,,1
work_d64bdf61b21f,,Five Orchestral Pieces,,,1
work_7e88ac7d8030,,Fourth Dance,,,1
work_219205f6e66f,,Fourth Door - Judith - 'Ah! Lovely Flowers',,,1
work_13f45b541286,,Franck_Hindemith,,,1
work_f926cd5156fd,,Gat Kirwani,,,1
work_34e7868dc99a,,Gendy 3 (1991),,,1
work_abc42982bb45,,Grosses symphonisches Zwischenspiel,,,1
work_028d35d69985,,Gustav Mahler,,,1
work_a238d316d167,,Gyorgy Ligeti,,,1
work_852fdeadd2bf,,HabaneraPCM,,,2
work_18b5597c4023,,Haydn. Sonata for Piano and Violin G-dur II.Allegro,,,1
work_20819ae8c661,,Haydn. Sonata for Piano and Violin G-dur. I.ndante,,,1
work_ae065f8f1b36,,"Helgoland, Symphonic chorus for male voices and orchestra",,,1
work_d9cf33726c5f,,Hibiki Hana-Ma (1969),,,1
work_4ef1882f895e,,Hindemith conducts Bruckner 3 und 7,,,1
work_73a563935e07,,I Allegro moerato,,,2
work_e6aa6869e1a1,,I Faust [vn] / ii Fuga,,,1
work_4a2e47cc9d17,,I Faust [vn] / iii Melodia,,,1
work_0ac876c88d8d,,I Faust [vn] / iv Presto,,,1
work_8022c45c3f36,,"I Faust [vn], E Kupiec [pf] / ii Adagio",,,1
work_8e4e9dc207de,,"I Faust [vn], E Kupiec [pf] / iii Allegro",,,1
work_04f48715f46d,,II Adagio,,,2
work_2760245e5155,,II. but their father grew impatient,,,1
work_b6f6aa9ce1f1,,III Scherzo - Sehr schnell / Trio,,,2
work_178fd29042ea,,III. Un poco Allegretto e grazioso,,,1
work_2a40f1fa434b,,IV Finale,,,2
work_8d9b7352a4dc,,Improvistation on the theme music from PATHER PANCHALI,,,1
work_6ad5a8308799,,Indo-Japan Finale,,,1
work_84d5a2d26203,,Introduzione,,,1
work_6cac246a137b,,J. S. Bach,,,1
work_bcd87efb64f8,,"James Galway, flute & Hiro Fujikake, synthesizers",,,1
work_3ddb669fe6ba,,Johannes Brahms,,,2
work_cf33252e58b2,,Kafi-Holi (Spring Festival of Colours),,,1
work_80f680dc62c1,,Karajan,,,1
work_5b418e9033fa,,Karnataki,,,1
work_9e74dd596929,,"Khachaturian, Barber",,,1
work_244d06468f46,,La légende d'Eer (1978),,,1
work_a0a1c43c5279,,Late String Quartets,,,1
work_068f55d2f110,,Lulu Suite,,,1
work_b8b039ef0fa6,,"Lulu-Suite, The Wine, Lyric Suite",,,1
work_691503314130,,Madame Butterfly,,,1
work_bafcfeb6d71a,,MalaguenaPCM,,,2
work_71d04a44dc34,,Marwa,,,1
work_2fcae3634b37,,"Mehr langsam, misterioso",,,1
work_f5ee6dd20c37,,"Mephisto Waltz No.1, S514",,,1
work_5d4db79c4727,,Messiaen,,,7
work_8741699d5871,,Messiaen Edition,,,1
work_e0c348dbdc46,,"Mishra Piloo, in Thumbri style",,,1
work_d97d2f0d6d7c,,Morning Love,,,1
work_90f2f69d53dd,,Motto,,,1
work_38e8278f4696,,MozartRequiem,,,1
work_054bdc31b566,,Mycenae Alpha (1978),,,1
work_fb284e78063a,,Nagano Conducts Messiaen,,,1
work_a9a56ce8d611,,Nata Bhairavi,,,1
work_8a5d61862953,,No.1,,,1
work_5002162340dc,,No.2,,,1
work_9ea02afeb453,,No.3,,,1
work_b94aeccd833a,,No.4,,,1
work_74c7a712559d,,No.5,,,1
work_93078eec3983,,No.6,,,1
work_6a9741993e31,,No.7,,,1
work_398b5bf2edad,,No.8 & 9,,,1
work_32612023054f,,On My Piano,,,1
work_4f6d3b29076d,,On the Sunny Side of the Street,,,1
work_ea5d07c39994,,Orient-Occident (1961),,,1
work_685697ee8620,,Overture: Haensel und Gretel,,,1
work_a07797ff55db,,Overture: Iphigenie en Aulide,,,1
work_7fe388aea705,,Persépolis (1972),,,1
work_99e7d1999d09,,Piano Concerto No 3,,,1
work_29fa6d2afe9a,,Piano Concertos 1,,,1
work_7bdc8ed107cc,,Piano Sonatas Vol 1,,,1
work_7cade9b8df7f,,Piano Sonatas cd 2 Daniel Barenboim,,,1
work_b9de889b69d1,,Piano Sonatas disc 4,,,1
work_1bfbe78c7983,,Pierre Boulez,,,1
work_777203a847a6,,"Poema autunnale, P. 146 - Calmo - Molto lento - Largamente - Allegro moderato - Allegro con spirito - Moderato - Tranquillo",,,1
work_e12972013e85,,Polytope de Cluny (1972),,,1
work_4ce871151cc9,,Prabhati,,,1
work_9b1e24272ecc,,Raga Adana,,,1
work_7a7da2a3c501,,Raga Ananda Bhairava,,,1
work_6b760d57256d,,Raga Bairaga,,,1
work_9bd0d9464296,,Raga Bhimpalasi,,,1
work_f0b8d4bcc38a,,Raga Bhupal Todi - Tala Ardha Jaital,,,1
work_7d9eafe8e2e0,,Raga Charu Keshi,,,1
work_4a035a60e887,,Raga Khamaj,,,1
work_b97e4765643c,,Raga Lalit,,,1
work_4d30cf8dea49,,Raga Manj Khamaj,,,1
work_38dbb88cb0c5,,Raga Marwa,,,1
work_5906c42a15d1,,Raga Mishra Piloo,,,2
work_04914bcc0bc6,,Raga Multani,,,1
work_430a40ab6d1a,,Raga Nata Bhairav,,,1
work_cbf217b8ef9b,,Raga Piloo,,,1
work_9760c83e5636,,Raga Puriya Dhanashri,,,1
work_c3e41f2a6c67,,Raga Puriya Kalyan,,,1
work_4df7a81f0c2d,,Raga Rageshri - Part 1 - Alap,,,1
work_23c1e4396bab,,Raga Rageshri - Part 2 - Jor,,,1
work_3faaae84c97e,,Raga Rageshri - Part 3 - Gat,,,1
work_7ba51da7dae7,,Raga Sindhi Bhairavi,,,1
work_e525c6ff9049,,Ravel Rapsodie espagnole CSO/Barenboim PCM,,,2
work_6377ac9674ba,,Rhapsody for Violin and Orchestra,,,1
work_f07504b155cd,,"Richard Stoltzman, clarinet & Kalman Opperman Clarinet Choir",,,1
work_72e8f2249bf1,,S.709 (1992),,,1
work_0753eecc8501,,Scherzo. Sehr schnell,,,2
work_173b5003eed5,,Schubert Symphony No. 9_1,,,1
work_f03a697f3c22,,Schubert Symphony No. 9_2,,,1
work_04f398efb18e,,Schubert Symphony No. 9_3,,,1
work_f36132158a62,,Schubert Symphony No. 9_4,,,1
work_d181cdcf9a04,,Second Dance,,,1
work_4d9da7dde5c2,,Second Door - Bluebeard - 'What Seest Thou',,,1
work_c393e13270c2,,Second seduction game,,,1
work_5e13d53ab7fa,,Sergiu_Celibidache,,,1
work_37f24f8baf11,,Seventh Dance,,,1
work_d75277f764c7,,She resists no longer; they embrace (Più mosso - Vivo),,,1
work_309261ed5ae7,,Sibelius,,,1
work_f37c17676d9d,,Sinfonie Nr. 3 in d-moll,,,1
work_2ebe5323a44f,,Sinfonie Nr. 4 in Es-dur,,,1
work_72ee7973aa98,,Sinfonie Nr. 5 in B-dur,,,1
work_a5bd4f950f7c,,Sinfonie Nr. 7 in E-Dur - III,,,2
work_f05865907077,,Sinfonie Nr. 7 in E-Dur - IV,,,2
work_58dd53611137,,Sitar Concerto No. 2,,,1
work_db9e626aba52,,Sixth Dance,,,1
work_602b0c5f9405,,Sixth Door - Judith - 'I Can See A Sheet Of Water',,,1
work_e5b9e301de24,,Skokiaan,,,1
work_2915e855d03e,,"Smithsonian Chamber Players / Kenneth Slowik, conductor (Recorded 1957-1996)",,,1
work_f88463beb757,,Sonata 1. I.Allegro apassionato-Sostenuto ed espressivo,,,1
work_19f1cd68b2ff,,Sonata 1. I.Vivace ma non troppo,,,1
work_68eb48e3ca5e,,Sonata 1. II.Adagio,,,1
work_6a60e803b776,,Sonata 1. II.Andante un poco Adagio,,,1
work_c577bf149a65,,Sonata 1. III.Allegretto Grazioso,,,1
work_86011963a3d3,,Sonata 1. III.Allegro molto moderato,,,1
work_8993e61b94e2,,Sonata 1. IV.Vivace,,,1
work_2a337a11784d,,Sonata 2. I.Allegro amabile,,,1
work_44a2ef7562b0,,Sonata 2. II.Allegro apassionato-Sostenuto-Tempo I,,,1
work_3b29902a8c66,,Sonata 2. II.Andante tranquillo..,,,1
work_da975d637804,,Sonata 2. III.Allegretto grazioso,,,1
work_2614d9c32388,,Sonata 2. III.Andante con moto-Allegro-Piu tranquillo,,,1
work_415a5a3a6e80,,Sonata 3. I.Allegro,,,1
work_352ee7757b3e,,Sonata 3. II.Adagio,,,1
work_bf568c4fa327,,Sonata 3. III.Un poco presto e con sentimento,,,1
work_81077425953c,,Sonata 3. IV.Presto agitato,,,1
work_1f4755e8bcb5,,Song From the Hills,,,1
work_f54111300b55,,"Standchen, S560 No.7",,,1
work_41e159dfd439,,Strauss_Shostakovich,,,1
work_e4ea1c69dff0,,"Strings of the Boston Symphony Orchestra / Charles Munch, conductor",,,1
work_a651b3c52abc,,Suddenly the Mandarin's head appears between the pillows and he looks longingly at the gio,,,1
work_3676da1181a9,,Swara-Kakali (based on Raga Tilang),,,1
work_c7f7d8f2de26,,Sweet as Bear Meat,,,1
work_988df1acfb70,,Symphonien 4 6 7,,,1
work_b5bdf72e991a,,Symphonies,,,2
work_0a06beaba123,,Symphonies 6 & 7,,,2
work_3e71b3426ddc,,Symphonies No.3 & 5,,,2
work_2ee3c9836635,,Symphonies Nos. 1-4,,,1
work_e1055ef23e5b,,Symphony #7 in E major - I,,,2
work_b1717485cde8,,Symphony #7 in E major - II,,,2
work_d39e247d7341,,"Symphony #9 In D Minor, WAB 109",,,2
work_f4085d22e1c6,,Symphony 1,,,4
work_7a50f16cce79,,Symphony 1 in c-Moll WAB101 - 1,,,1
work_290b6a4fc958,,Symphony 1 in c-Moll WAB101 - 2,,,1
work_30ba5ddcbcce,,Symphony 1 in c-Moll WAB101 - 3,,,1
work_a55dc43a80c1,,Symphony 1 in c-Moll WAB101 - 4,,,1
work_701e27072c68,,Symphony 2,,,4
work_00142c7d3083,,Symphony 3,,,4
work_9483f96094b8,,"Symphony 4, 'Romantic'",,,1
work_d17c234519c6,,Symphony 5,,,3
work_b8be3b07c6bb,,Symphony 6,,,3
work_4272901dc53a,,Symphony 7,,,8
work_eec0382d173b,,Symphony 8,,,4
work_feeaf577549d,,Symphony 9,,,3
work_65c2304397b3,,"Symphony No 1 in C Major, 1st Movement, Adagio molto",,,1
work_ff5fc768aa0c,,"Symphony No 1 in C Major, 2nd Movement,Andante cantabile con moto",,,1
work_ae4440f186c1,,"Symphony No 1 in C Major, 3rd Movement,Menuetto. Allegro molto e vivace",,,1
work_447f80e2633f,,"Symphony No 1 in C Major, 4th Movement,Adagio",,,1
work_466d1e2c8e31,,"Symphony No 2 in D Major, 1st Movement, Adagio-Allegro con brio",,,1
work_239aa13fc410,,"Symphony No 2 in D Major, 2nd Movement, Larghetto",,,1
work_5b15636e6acd,,"Symphony No 2 in D Major, 3rd Movement, Scherzo (Allegro)",,,1
work_3c6d8f2d90ca,,"Symphony No 2 in D Major, 4th Movement, Allegro molto",,,1
work_6334f091337c,,"Symphony No 3 in E-flat Major, Eroica, 1st Movement, Allegro con brio",,,1
work_2dc231406f40,,"Symphony No 3 in E-flat Major, Eroica, 2nd Movement, Marcia funebre. Adagio assai",,,1
work_ad95556f78de,,"Symphony No 3 in E-flat Major, Eroica, 3rd Movement, Scherzo. Allegro vivace",,,1
work_f5ab43987396,,"Symphony No 3 in E-flat Major, Eroica, 4th Movement, Finale. Allegro molto",,,1
work_0c5057eebc1a,,"Symphony No 4 in B-flat Major, 1st Movement, Adagio-Allegro vivace",,,1
work_21d81f9b49c6,,"Symphony No 4 in B-flat Major, 2nd Movement, Adagio",,,1
work_299dc6228a09,,"Symphony No 4 in B-flat Major, 3rd Movement, Allegro vivace",,,1
work_f9fe7db3d533,,"Symphony No 4 in B-flat Major, 4th Movement, Allegro ma non troppo",,,1
work_71008484bb48,,"Symphony No 5 in C minor, 1st Movement, Allegro con brio",,,1
work_86a9a7d61ecc,,"Symphony No 5 in C minor, 2nd Movement, Andante con moto",,,1
work_46204d7137de,,"Symphony No 5 in C minor, 3rd Movement, Allegro",,,1
work_1eb8b621ec11,,"Symphony No 5 in C minor, 4th Movement, Allegro",,,1
work_195d6c0913b8,,"Symphony No 6 in F Major, Pastoral, 1st Movement, Erwachen Heiterer Empfindugen Bei Der Ankunft Auf Dem Lande (Allegro ma non troppo)",,,1
work_32d1ab5f479a,,"Symphony No 6 in F Major, Pastoral, 2nd Movement, Szene am Bach (Andante con moto)",,,1
work_b5b607a6a48c,,"Symphony No 6 in F Major, Pastoral, 3rd Movement, Lustiges Zusammensein der Landleute (Allegro)",,,1
work_c958c58f49f3,,"Symphony No 6 in F Major, Pastoral, 4th Movement, Gewitter, Sturm (Allegro)",,,1
work_f8ac3b9182d8,,"Symphony No 6 in F Major, Pastoral, 5th Movement, Hirtengesang. Frohe und dankbare Gefühle nach dem Sturm (Allegretto)",,,1
work_11683e2e309e,,"Symphony No 7 in A Major, 1st Movement, Poco sostenuto",,,1
work_6912fbc78d96,,"Symphony No 7 in A Major, 2nd Movement, Allegretto",,,1
work_087511ebaaa0,,"Symphony No 7 in A Major, 3rd Movement, Presto",,,1
work_65274f5a8868,,"Symphony No 7 in A Major, 4th Movement, Allegro con brio",,,1
work_2285e78cbd20,,"Symphony No 8 in F Major, 1st Movement, Allegro vivace e con brio",,,1
work_41eac761cae1,,"Symphony No 8 in F Major, 2nd Movement, Allegretto scherzando",,,1
work_a0a7618453bd,,"Symphony No 8 in F Major, 3rd Movement, Tempo di Menuetto",,,1
work_2dfc7710a929,,"Symphony No 8 in F Major, 4th Movement, Allegro Vivace",,,1
work_3d8f3802cc96,,"Symphony No 9 in D minor, 1st Movement, Allegro ma non troppo, un poco maestoso",,,1
work_b302d7394e61,,"Symphony No 9 in D minor, 2nd Movement, Molto vivace",,,1
