work_id,composer,title,catalog_system,catalog_number,recording_count
work_f0ba662688ac,,"Symphony No 9 in D minor, 3rd Movement, Adagio molto e cantabile",,,1
work_40963c23cada,,"Symphony No 9 in D minor, 4th Movement, Presto",,,1
work_1683ea1c17de,,"Symphony No 9 in D minor, 5th Movement, Presto",,,1
work_3a19d142c8d0,,Symphony No. 4,,,2
work_e877d20c1156,,Symphony No. 5 In B Flat (Original Version),,,1
work_f8967e118329,,Symphony No. 7 / 1.Allegro Moderato,,,2
work_8227ae302739,,Symphony No. 7 / 2.Adagio. Sehr Feierlich Und Sehr Langsam,,,2
work_6fbc844fe542,,Symphony No. 7 / 3.Scherzo. Sehr Schnell,,,2
work_123dce80515a,,"Symphony No. 7 / 4.Finale. Bewegt, Doch Nicht Schnell",,,2
work_0155ad2c8500,,Symphony No. 9 & Schoenberg,,,1
work_b1310d5c52f8,,"Symphony No.0 in D minor, WAB 100 ""Die Nullte""",,,1
work_b101c0bc619e,,"Symphony No.2 in C minor, WAB 102 (edition Nowak)",,,1
work_e3b8520088d0,,"Symphony No.3 in D minor, WAB 103 (edition Nowak)",,,1
work_425cabb560d4,,Symphony No.3 in d,,,1
work_20e259605dc3,,"Symphony No.4 in E flat major, WAB 104 ""Romantic""",,,1
work_d8cf0b5c1076,,"Symphony No.5 in B flat major, WAB 105 (edition Nowak)",,,1
work_2ba17a60e5f2,,"Symphony No.6 in A major, WAB 106 (edition Nowak)",,,1
work_b1d19e7a93fa,,Symphony No.7 in E Major,,,7
work_2bc44c096bce,,Symphony No.7 in E major - Scherzo. Sehr scnell,,,2
work_31be4f5f56a0,,"Symphony No.7 in E major, WAB 107 (edition Nowak)",,,1
work_e3fff7054839,,"Symphony No.8 in C minor, WAB 108 (edition Nowak)",,,1
work_348eb0381f54,,Symphony N°2 in C minor,,,1
work_d6ba4e7009c3,,Symphony N°6 in A major,,,1
work_016fcef75fbf,,Symphony no. 10,,,1
work_feaaa554fdb1,,Ta Na Tom,,,1
work_b2f745c2a4ad,,Tabla Solo In Ektal,,,1
work_dbb6da169024,,Tabla Tarang,,,1
work_cd0a79b1ae9d,,Tala Rasa Ranga,,,1
work_d8f224bcf518,,Taurhiphanie (1987-88),,,1
work_dee5818bb9e0,,Tchaikovsky Violin Concerto SB/Barenboim/Batiashvili -bit,,,1
work_f0ff60d66f99,,Te Deum - I,,,2
work_291ee4975353,,Te Deum - II,,,2
work_baa50a8aae55,,Te Deum - III,,,2
work_493d9b65f329,,Te Deum - IV - Salvum fac. Mooderato,,,2
work_424d68a8723b,,"Te Deum - V - In te, Domine, speravi. MдЯig bewegt",,,2
work_296a59da1939,,Tenderness,,,1
work_83094b22f467,,The Canadian Brass,,,1
work_f3bd14e51666,,The Enchanted Dawn,,,1
work_b816c209aff9,,The Essential Alban Berg,,,1
work_b5dc39fc3e4a,,The Mandarin enters and remains immobile in the doorway... (Maestoso),,,1
work_fe86be2d892a,,The Miraculous Mandarin etc.,,,1
work_62dfd5aeb58b,,"The Miraculous Mandarin; Music for Strings, Percussion and Celesta",,,1
work_691e441d2539,,The Piano Sonatas disc 5,,,1
work_5e7325f01072,,The Wooden Prince,,,1
work_23f2335a41e1,,The body of the Mandarin begins to glow with a greenish blue light. (Molto moderato),,,1
work_756252581294,,The girl sinks down to embrace him... (Allegro),,,1
work_26e88030e9a6,,The terrified tramps discuss how they are to get rid of the Mandarin at last. (Agitato),,,1
work_194c660a8111,,"The tramps leap out, seize the Mandarin and tear him away from the girl",,,1
work_8ff9f38ab803,,Third Dance,,,1
work_490d07c73cb9,,Third Door - Judith - 'Mountains Of Gold!',,,1
work_13907cedd1af,,Third seduction game (Sostenuto),,,1
work_7ac10a5edd47,,Three Pieces froom the Lyric Suite for Srting Orchestra,,,1
work_3c5c03dc108f,,Tokyo String Quartet,,,1
work_473e5c211a81,,Twilight Mood,,,1
work_0bb50718dac2,,Used to Be Duke,,,1
work_b4d87be99622,,V 7.5,,,1
work_471dfa68a894,,Violin Concerto,,,1
work_f8ff28d2399f,,Violin Concerto no.2,,,2
work_fad3d8141d1d,,Violin concerto ''To the memory of an Angel'',,,1
work_16a652ecdc1a,,Voyage absolu des Unari vers Andromède (1989),,,1
work_e120742240b8,,Wagner Lohengrin Act 1 Prelude,,,1
work_09c456b4a58c,,Warm Valley,,,1
work_ee05a001315a,,Webern conducts Berg,,,1
work_90be5efc1478,,Wohin? S565 No.5,,,1
work_90aaa5731895,,"Works for Violin and Piano, Vol.1",,,1
work_88ef1e6d2223,,"Works for Violin and Piano, Vol.2",,,1
work_ea058e54fc6c,,Wozzeck,,,1
work_3013303dcbf6,,Ziemlich schnell,,,1
work_658bbe10ce75,,Piano Concerto No.1,BB,91,1
work_e6d173501360,,Motets,BWV,225,2
work_2665ad6fc275,,Mass In B Minor,BWV,232,3
work_2afbb7a5e6f8,,St. Matthew Passion,BWV,244,3
work_a42cf8d82926,,St. John Passion,BWV,245,2
work_83517a1d94c3,,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",BWV,248,3
work_080052fa3267,,Trio Sonata No.1 in E flat major,BWV,525,1
work_17d325ef084a,,Trio Sonata No.2 in c minor,BWV,526,1
work_ca0b6a9bc3ce,,Trio Sonata No.3 in d minor,BWV,527,1
work_9f9ad6bcd282,,Trio Sonata No.4 in e minor,BWV,528,1
work_bb46cada7a40,,Trio Sonata No.5 in C major,BWV,529,1
work_c6d3a4730c24,,Trio Sonata No.6 in G major,BWV,530,1
work_21b199345ae9,,Prelude and Fugue in C major,BWV,531,1
work_f09488c8ba6e,,Prelude and Fugue in D major,BWV,532,1
work_430b3fbfe23a,,Prelude and Fugue in e minor,BWV,533,1
work_b54bb8ff6149,,Prelude and Fugue in f minor,BWV,534,1
work_7a60da48a68e,,Prelude and Fugue in g minor,BWV,535,1
work_959b152db4cd,,Prelude and Fugue in A major,BWV,536,1
work_d713da57301c,,Fantasia and Fugue in c minor,BWV,537,1
work_42f935a1f809,,Toccata and Fugue in d minor 'Dorian',BWV,538,1
work_8e9128fbc413,,Prelude and Fugue in d minor,BWV,539,1
work_6a79a70dd4fb,,Toccata and Fugue in F major,BWV,540,1
work_9528bf08f30d,,Prelude and Fugue in G major,BWV,541,1
work_759a608196b7,,Fantasia and Fugue in g minor,BWV,542,1
work_4aa526428021,,Prelude and Fugue in a minor,BWV,543,1
work_f2e65e1e4830,,Prelude and Fugue in b minor,BWV,544,1
work_b3a21f334d30,,Prelude and Fugue in C major,BWV,545,1
work_2def47d36832,,Prelude and Fugue in c minor,BWV,546,1
work_f384aa05c1f7,,Prelude and Fugue in C major,BWV,547,1
work_5d5489d96002,,Prelude and Fugue in e minor,BWV,548,1
work_d1bd3e875dd6,,Prelude and Fugue in G major,BWV,550,1
work_e684f4c408b5,,Prelude and Fugue in a minor,BWV,551,1
work_0a452819ba9b,,Prelude in E flat major,BWV,552,1
work_f22f5a8eb728,,Fantasia in c minor,BWV,562,1
work_47996bb6b6a5,,"Toccata, Adagio and Fugue in C major",BWV,564,1
work_60c28f852c8e,,Toccata and Fugue in d minor,BWV,565,1
work_6fea002d9a38,,Fantasia in G major,BWV,572,1
work_f1742c613e69,,Fugue on a Theme by Giovanni Legrenzi in c minor,BWV,574,1
work_94b33731e767,,J. S. Bach,BWV,578,1
work_e382f932d147,,Fugue on a Theme by Arcangelo Corelli in b minor,BWV,579,1
work_9c999e8b2347,,Passacaglia and Fugue in c minor,BWV,582,1
work_21471834e9c4,,Canzona in d minor,BWV,588,1
work_a99efed74eb5,,Allabreve in D major,BWV,589,1
work_46cb68718992,,Pastorale in F major,BWV,590,1
work_1ac5cde98950,,"Nun komm, der Heiden Heiland",BWV,599,1
work_0d0b082696d2,,"Gott, durch deine Güte",BWV,600,1
work_74c51d73eaa6,,"Herr Christ, der ein'ge Gottes-Sohn",BWV,601,1
work_7bdb71412577,,Lob sei dem allmächtigen Gott,BWV,602,1
work_071b1861427e,,Puer natus in Bethlehem,BWV,603,1
work_1b05285341bb,,"Gelobet seist du, Jesu Christ",BWV,604,1
work_d9d17637614b,,"Der Tag, der ist so freudenreich",BWV,605,1
work_8a8ab86ad17c,,"Vom Himmel hoch, da komm ich her",BWV,606,1
work_95e9a945603e,,Vom Himmel kam der Engel Schar,BWV,607,1
work_ed954ad7d598,,In dulci jubilo,BWV,608,1
work_d3bcb1f84dbe,,"Lobt Gott, ihr Christen, allzugleich",BWV,609,1
work_2c7606acd483,,"Jesu, meine Freude",BWV,610,1
work_8c1acac5ba02,,Christum wir sollen loben schon,BWV,611,1
work_36c386776acc,,Wir Christenleut,BWV,612,1
work_d56c7db9df2f,,"Helft mir, Gottes Güte preisen",BWV,613,1
work_517ab6218956,,Das alte Jahr vergangen ist,BWV,614,1
work_4a23e938088a,,In dir ist Freude,BWV,615,1
work_e233c33ba3dd,,Mit Fried und Freud ich fahr dahin,BWV,616,1
work_4f06be429bfe,,"Herr Gott, nun schleuß den Himmel auf",BWV,617,1
work_3fb61ab8eef3,,"O Lamm Gottes, unschuldig",BWV,618,1
work_b10c7cdf98bf,,"Christe, du Lamm Gottes",BWV,619,1
work_66c9419746c2,,"Christus, der uns selig macht",BWV,620,1
work_2bcf63b34a19,,Da Jesus an dem Kreuze stund,BWV,621,1
work_5109270b33b6,,"O Mensch, bewein dein Sünde groß",BWV,622,1
work_3f4aba5083b1,,"Wir danken dir, Herr Jesu Christ",BWV,623,1
work_47075da08d4e,,"Hilf Gott, daß mir's gelinge",BWV,624,1
work_809bf4c64730,,Christ lag in Todesbanden,BWV,625,1
work_9dbcd8b59c92,,"Jesus Christus, unser Heiland",BWV,626,1
work_59cdee2586fc,,Christ ist erstanden,BWV,627,1
work_7baff84df464,,Erstanden ist der heil'ge Christ,BWV,628,1
work_a7601d9bc301,,Erschienen ist der herrliche Tag,BWV,629,1
work_e995920c1e65,,Heut triumphieret Gottes Sohn,BWV,630,1
work_c48ed2513413,,"Komm, Gott Schöpfer, Heiliger Geist",BWV,631,1
work_4e0442dc1ec1,,"Herr Jesu Christ, dich zu uns wend",BWV,632,1
work_60fcbc499a3c,,"Liebster Jesu, wir sind hier",BWV,633,1
work_c930ba276767,,Dies sind die heil'gen zehn Gebot,BWV,635,1
work_57cfdf2f3cca,,Vater unser im Himmelreich,BWV,636,1
work_d0f79953b4d6,,Durch Adams Fall ist ganz verderbt,BWV,637,1
work_3038ff5d0df8,,Es ist das Heil uns kommen her,BWV,638,1
work_21c080c7e99f,,"Ich ruf zu dir, Herr Jesu Christ",BWV,639,1
work_d53b731886af,,"In dich hab ich gehoffet, Herr",BWV,640,1
work_5a7bee0bfe6a,,Wenn wir in höchsten Nöten sein,BWV,641,1
work_01f044aff57b,,Wer nur den lieben Gott läßt walten,BWV,642,1
work_e686dbfe7fe1,,Alle Menschen müssen sterben,BWV,643,1
work_e89e3e60cd27,,"Ach wie nichtig, ach wie flüchtig",BWV,644,1
work_77aaaf573f70,,"Wachet auf, ruft uns die Stimme",BWV,645,1
work_3b0585891379,,"Wo soll ich fliehen hin, oder - Auf meinen lieben Gott",BWV,646,1
work_5d226814b87f,,Wer nur den lieben Gott läßt walten,BWV,647,1
work_866656daff70,,Meine Seele erhebet den Herren,BWV,648,1
work_b2f445b81c89,,"Ach, bleib bei uns, Herr Jesu Christ",BWV,649,1
work_6adcf3293d21,,"Kommst du nun, Jesus, vom Himmel herunter",BWV,650,1
work_07a3ed3dc194,,"Fantasia super - Komm, Heiliger Geist",BWV,651,1
work_74d09e387e8d,,"Komm, Heiliger Geist",BWV,652,1
work_f8c46b0b2075,,An Wasserflüssen Babylon,BWV,653,1
work_12f8922930d1,,Choral -An Wasserflüssen Bablyon,BWV,653b,1
work_e5a119ce0993,,"Schmücke dich, o liebe Seele",BWV,654,1
work_6bb1e4537084,,"Trio super - Herr Jesu Christ, dich zu uns wend",BWV,655,1
work_641e2d5180c2,,"O Lamm Gottes, unschuldig (3 Versus)",BWV,656,1
work_16c62cec9eed,,Nun danket alle Gott,BWV,657,1
work_45880e1fb28a,,Von Gott will ich nicht lassen,BWV,658,1
work_bccc26096117,,"Nun komm, der Heiden Heiland",BWV,659,1
work_c43e5c936066,,"Trio super - Nun komm, der Heiden Heiland",BWV,660,1
work_4f2fa3f27772,,"Nun komm, der Heiden Heiland",BWV,661,1
work_82dbfdd8284a,,Allein Gott in der Höh sei Ehr,BWV,662,1
work_8092e4ab29f9,,Allein Gott in der Höh sei Ehr,BWV,663,1
work_94d25011efae,,"Jesus Christus, unser Heiland",BWV,665,1
work_3ddea83843dc,,"Jesus Christus, unser Heiland",BWV,666,1
work_d524d118fb00,,"Komm, Gott Schöpfer, Heiliger Geist",BWV,667,1
work_4882eb57aead,,Vor deinen Thron tret ich hiermit,BWV,668,1
work_1a1018b91bbe,,"Kyrie, Gott Vater in Ewigkeit",BWV,669,1
work_4f05872e1f8a,,"Christe, aller Welt Trost",BWV,670,1
work_edba214e8f54,,"Kyrie, Gott heiliger Geist",BWV,671,1
work_91d7a119eb50,,"Kyrie, Gott Vater in Ewigkeit",BWV,672,1
work_37bd7f81c318,,"Christe, aller Welt Trost",BWV,673,1
work_8cd98ba68206,,"Kyrie, Gott heiliger Geist",BWV,674,1
work_81cd7c7a76c1,,Allein Gott in der Höh sei Ehr,BWV,675,1
work_ae1fda5629c4,,Allein Gott in der Höh sei Ehr,BWV,676,1
work_48c5625a5761,,Fughetta on Allein Gott in der Höh sei Ehr,BWV,677,1
work_495e55df4e82,,Dies sind die heil'gen zehn Gebot,BWV,678,1
work_df083366675f,,Fughetta on Dies sind die heil'gen zehn Gebot,BWV,679,1
work_883847b80094,,Wir glauben all an einen Gott,BWV,680,1
work_a3065fdbdc76,,Fughetta on Wir glauben all an einen Gott,BWV,681,1
work_48ce8439c196,,Vater unser in Himmelreich,BWV,682,1
work_1143d35a1eeb,,Vater unser in Himmelreich,BWV,683,1
work_878fcd961ff1,,"Christ, unser Herr, zum Jordan kam",BWV,684,1
work_64733a70a3cd,,"Christ, unser Herr, zum Jordan kam",BWV,685,1
work_a775cd3009a6,,Aus tiefer Not schrei ich zu dir,BWV,686,1
work_e5987870ec19,,Aus tiefer Not schrei ich zu dir,BWV,687,1
work_502f04ff7131,,"Jesus Christus, unser Heiland",BWV,688,1
work_5505d9f88ba7,,"Fugue on Jesus Christus, unser Heiland",BWV,689,1
work_3884c880f6a4,,"Fuga sofra Vom Himmel hoch, da komm ich her",BWV,700,1
work_42e633098d75,,"Herr Jesu Christ, dich zu uns wend",BWV,709,1
work_e0aaa054423e,,Herzlich tut mich verlangen,BWV,727,1
work_57b79782984a,,J. S. Bach,BWV,733,1
work_4a9a309c44b3,,"Nun freut euch, lieben Christen g'mein",BWV,734,1
work_1fc77e643b28,,Choralbearbeitung -Valet will ich dir geben,BWV,736,1
work_4fd0d5003140,,"Choralpartita 'Sei gegrüßet, Jesu gütig'",BWV,768,1
work_0f7e515bae68,,Variation 1 from Canonic Variations on -Vom Himmel hoch,BWV,769,1
work_3de59c8a7ea1,,Duetto 1 in e minor from 'Part III of the Clavier-Übung',BWV,802,1
work_8f4eb0adf984,,Duetto 2 in F major from 'Part III of the Clavier-Übung',BWV,803,1
work_f19034a2fa02,,Duetto 3 in G major from 'Part III of the Clavier-Übung',BWV,804,1
work_490e69273922,,Duetto 4 in a minor from 'Part III of the Clavier-Übung',BWV,805,1
work_96863ddf77b3,,Bach The WTC Book I CD1,BWV,846,1
work_668ccc8baa8c,,Prelude № 2 c-moll,BWV,847,1
work_b6967376d2ba,,Prelude № 3 Cis-Dur,BWV,848,1
work_59b462ac7bc2,,Prelude № 4 cis-moll,BWV,849,1
work_c4d9e3bddd0f,,Prelude № 5 D-Dur,BWV,850,1
work_d28f6d0bbebc,,Prelude № 6 d-moll,BWV,851,1
work_8af278860f0a,,Prelude № 7 Es-Dur,BWV,852,1
work_05e8bc6fc515,,Prelude № 8 es-moll,BWV,853,1
work_6edd62d09d5d,,Prelude № 9 E-Dur,BWV,854,1
work_654fd5490468,,Prelude № 10 e-moll,BWV,855,1
work_03c9dd6f3555,,Prelude № 11 F-Dur,BWV,856,1
work_50a69f55b483,,Prelude № 12 f-moll,BWV,857,1
work_316c4eedb65e,,Prelude № 13 Fis-Dur,BWV,858,1
work_a53a44fd173d,,Prelude № 14 fis-moll,BWV,859,1
work_565ca8c4c122,,Prelude № 15 G-Dur,BWV,860,1
work_534f2357a4e3,,Prelude № 16 g-moll,BWV,861,1
work_d38a411e6036,,Prelude № 17 As-Dur,BWV,862,1
work_850144f48b93,,Prelude № 18 gis-moll,BWV,863,1
work_10072aff22d3,,Prelude № 19 A-Dur,BWV,864,1
work_3656815f5f9a,,Prelude № 20 a-moll,BWV,865,1
work_a6d639de13c5,,Prelude № 21 B-Dur,BWV,866,1
work_813e7e562c68,,Prelude № 22 b-moll,BWV,867,1
work_5e6057b49089,,Prelude № 23 B-Dur,BWV,868,1
work_efc2088e7c1d,,Prelude № 24 h-moll,BWV,869,1
work_d2390e109a99,,Prelude № 1 C-Dur,BWV,870,1
work_d17eb2773c85,,Prelude № 2 c-moll,BWV,871,1
work_9f01fe157317,,Prelude № 3 Cis-Dur,BWV,872,1
work_1a3ad3f052c0,,Prelude № 4 cis-moll,BWV,873,1
work_fc0515bd558a,,Prelude № 5 D-Dur,BWV,874,1
work_82f402acf11b,,Prelude № 6 d-moll,BWV,875,1
work_4575d1ae6fb3,,Prelude № 7 Es-Dur,BWV,876,1
work_cf0aef304dec,,Prelude № 8 dis-dur,BWV,877,1
work_866dd2c37af9,,Prelude № 9 E-Dur,BWV,878,1
work_7caef05872b8,,Prelude № 10 e-moll,BWV,879,1
work_9756198e8b78,,Prelude № 11 F-Dur,BWV,880,1
work_03de2ebfdbe4,,Prelude № 12 f-moll,BWV,881,1
work_5656548edb0a,,Prelude № 13 Fis-Dur,BWV,882,1
work_c3d6df639f21,,Prelude № 14 fis-moll,BWV,883,1
work_3c596843786b,,Prelude № 15 G-Dur,BWV,884,1
work_c650d745f866,,Prelude № 16 g-moll,BWV,885,1
work_f33a83f53423,,Prelude № 17 As-Dur,BWV,886,1
work_a0645571b746,,Prelude № 18 gis-moll,BWV,887,1
work_af197cd579f8,,Prelude № 19 a-moll,BWV,888,1
work_79d1e8817bb3,,Prelude № 20 a-moll,BWV,889,1
work_9eaf4441b811,,Prelude № 21 B-Dur,BWV,890,1
work_065ded4b8f2b,,Prelude № 22 b-moll,BWV,891,1
work_5120b02879fb,,Prelude № 23 B-Dur,BWV,892,1
work_0df91d87aea4,,Prelude № 24 h-moll,BWV,893,1
work_1b9d9b38b5b8,,Violin Concertos,BWV,1041,1
work_95a04e87d9a0,,Contrapunctus 18 in d minor from 'The Art of Fugue',BWV,1080,1
work_6e0e7d7234f3,,Das Wandern,D,565,1
work_a7f53d911689,,Schubert. Sonata for Violin and Piano A-dur,D,574,1
work_d6f384ba1a2d,,Schubert. Fantasy for Violin and Piano C-dur,D,934,1
work_88116bce6efe,,Franz Schubert - Sonata,D,960,1
work_526441b6c5a8,,Sonata No. 1 in F minor,Op,2 No.1,1
work_34bfa0f0ac40,,Sonata No. 2 in A major,Op,2 No.2,1
work_1e221b3207eb,,Sonata No. 3 in C major,Op,2 No.3,2
work_95cf3b815d88,,3 Orchesterstuecke,Op,6,2
work_ef62b145fd4d,,Sonata No. 4 in E flat major,Op,7,1
work_5cdfbefe9351,,Chamber Symphony No 1,Op,9,1
work_bd2e0e134487,,Sonata No. 5 in C minor,Op,10 No.1,1
work_4d2cc8b3984f,,Sonata No. 6 in F major,Op,10 No.2,1
work_59b682fb40cd,,Sonata No. 7 in D major,Op,10 No.3,1
work_8ca6542fc4be,,Violin Sonata no.1 in D major,Op,12 No.1,1
work_875d30f1b1a7,,Violin Sonata no.2 in A major,Op,12 No.2,1
work_75d1de82f9c7,,Violin Sonata no.3 in E-flat major,Op,12 No.3,1
work_d920ec2b51be,,Sonata No. 8 in C minor,Op,13,1
work_736f0deae176,,Sonata No. 9 in E major,Op,14 No.1,1
work_5f67331a8b6e,,Sonata No.10 in G major,Op,14 No.2,1
work_104d239778b4,,Summer of 1915,Op,15,1
work_801d9ab331a5,,Second Essay for Orchestra,Op,17,2
work_15a75d52dca7,,Sonata No.11 in B flat major,Op,22,1
work_2c58b0cad22c,,Violin Sonata no.4 in A minor,Op,23,1
work_653010d6c3f3,,Violin Sonata no.5 in F major,Op,24,1
work_0b88c2d87c28,,Sonata No.12 in A flat major,Op,26,1
work_14ab381ad805,,Sonata No.13 in E flat major,Op,27 No.1,1
work_c6af8b22232f,,Sonata No.14 in C sharp minor,Op,27 No.2,2
work_408e11b0fe63,,Sonata No.15 in D major,Op,28,1
work_29d07b733289,,Violin Sonata no.6 in A major,Op,30 No.1,1
work_acfe5009005a,,Violin Sonata no.7 in C minor,Op,30 No.2,1
work_39fa58a5d524,,Violin Sonata no.8 in G major,Op,30 No.3,1
work_19dfc4514a76,,Sonata No.17,Op,31,1
work_a91ddb3ade2e,,Sonata No.16 in G major,Op,31 No.1,1
work_b2d6cd64e5bb,,Sonata No.17 in D minor,Op,31 No.2,1
work_772183b0bccb,,Sonata No.18 in E flat majorr,Op,31 No.3,1
work_ef85aec45648,,Begleitmusik zu einer Lichtspielszene,Op,34,1
work_809a6d5d5182,,Toccata Festiva,Op,36,1
work_c1fa28513968,,Ein Deutsches Requiem,Op,45,1
work_65724fe9a92a,,Third Essay for Orchestra,Op,47,2
work_53416cc0547f,,Tchaikovsky. Serenade C-dur,Op,48,2
work_8467667a6dfd,,Sonata No.19 in G minor,Op,49 No.1,1
work_5b07d11adbe3,,Sonata No.20 in G major,Op,49 No.2,1
work_82886356fed3,,Sonata No.21,Op,53,3
work_e2909e7398fc,,Sonata No.22 in F major,Op,54,1
work_188afecfbabb,,"Variations on a Theme by Joseph Haydn, op. 56b",Op,56,2
work_4e4187d7ea80,,Sonata No.23 in F minor,Op,57,2
work_a0759b76a56e,,Symphonie Nr. 4 B-Dur,Op,60,1
work_cd8905fbd3d6,,Symphonie Nr. 5 c-moll,Op,67,1
work_5c73c7d3865f,,No.1 c-moll,Op,68,3
work_0c303378574c,,Sinfonie No.2 D-Dur,Op,73,3
work_1d30a2344731,,Brahms Violin Concerto in D,Op,77,1
work_bebe36fb3117,,Sonata No.24 in F sharp major,Op,78,2
work_8fde35470d64,,Sonata No.25,Op,79,2
work_6cf8573b82df,,Sonata No.26 op.81a,Op,81,5
work_ca68facec471,,N.1 in F major,Op,88,1
work_035eb5e28d5c,,No.3 F-Dur,Op,90,4
work_fd37482010ed,,Symphonie Nr. 7 A-Dur,Op,92,1
work_13fcf368cc79,,Violin Sonata no.10 in G major,Op,96,1
work_a6e84f3da803,,Sinfonie No.4 e-moll,Op,98,4
work_4ee06beea7f3,,Sonata No. 2,Op,100,1
work_24a38afaf829,,Klaviersonate Nr. 28 A-dur,Op,101,2
work_a0cde5abe6f7,,Sonata No.29 in B flat majorr,Op,106,1
work_9ed5b35f9bbc,,Sonata No. 3,Op,108,1
work_a5317a64403d,,Klaviersonate Nr. 30 E-dur,Op,109,2
work_a1039819323f,,Sonata No.31 in A flat major,Op,110,1
work_f22902241029,,N.2 in G major,Op,111,3
work_d113fd721076,,Meeresstille und gluckliche Fahrt,Op,112,1
work_56d806128a9a,,No.1 in F minor,Op,120 No.1,1
work_e2688278ffec,,No.2 in E flat,Op,120 No.2,1
work_52f685771700,,01,Op,125,1
work_e2d43e8d97a4,,Beethoven Rondo a capriccio,Op,129,1
work_85faec6b5ba9,,Four Orchestral Pieces Op. 12 (,Sz,51,1
work_73a7de422364,,"The Miraculous Mandarin, Op. 19",Sz,73,1
work_57d96d5a54a0,,"I Faust [vn], E Kupiec [pf] / Sonata for Violin & Piano",Sz,75,1
work_42a8070e6f85,,Tanz Suite,Sz,77,1
work_a125e84af155,,Piano Concerto No.1 in E minor,Sz,83,1
work_e80c29b77f78,,Rhapsody for Violin and Orchestra no.2,Sz,90,1
work_51dd7d066fce,,Piano Concerto No.2 in G major,Sz,95,1
work_8ffa81751400,,Hungarian Sketches,Sz,97,1
work_2302931efe8e,,"Music for Strings, Percussion and Celesta",Sz,106,1
work_7888f8c9a4c6,,Concerto for Violin and Orchestra no.2,Sz,112,1
work_e0b55c7b8415,,Divertimento,Sz,113,1
work_0fc667167c73,,Concerto For Orchestra (,Sz,116,1
work_5589e1111c4e,,I Faust [vn] / Violion Sonata,Sz,117,1
work_94bfd4f2809e,,Piano Concerto No.3 in E major,Sz,119,1
work_ee10714ba881,,Two Pictures op10,Sz,746,1
work_e2ef4eeec84e,,32 Piano Variations In C Minor On An Original Theme,WoO,80,1
