path,genre_primary,current_albumartist,current_album,current_title,current_artist,current_track,current_disc,flat_albumartist,flat_album,flat_title,flat_artist,flat_genre,flat_track,flat_disc,flat_date,flat_grouping,changed
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 7/05 - Allda kreuzigten sie ihn - Schreibe nich.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Allda kreuzigten sie ihn - Schreibe nich,Gardiner - English Baroque Soloists,5,7,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Allda kreuzigten sie ihn - Schreibe nich,Gardiner - English Baroque Soloists,Classical,5,7,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 7/06 - In meines Herzens Grunde.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),In meines Herzens Grunde,Gardiner - English Baroque Soloists,6,7,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),In meines Herzens Grunde,Gardiner - English Baroque Soloists,Classical,6,7,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 7/07 - The Death of Jesus - Die Kriegsknechte aber - Lasset uns den.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),The Death of Jesus - Die Kriegsknechte aber - Lasset uns den,Gardiner - English Baroque Soloists,7,7,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),The Death of Jesus - Die Kriegsknechte aber - Lasset uns den,Gardiner - English Baroque Soloists,Classical,7,7,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 7/08 - Er nahm alles wohl in acht.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Er nahm alles wohl in acht,Gardiner - English Baroque Soloists,8,7,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Er nahm alles wohl in acht,Gardiner - English Baroque Soloists,Classical,8,7,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 7/09 - Und von Stund an nahm sie der Junger zu.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Und von Stund an nahm sie der Junger zu,Gardiner - English Baroque Soloists,9,7,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Und von Stund an nahm sie der Junger zu,Gardiner - English Baroque Soloists,Classical,9,7,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 7/10 - Es ist vollbracht!.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Es ist vollbracht!,Gardiner - English Baroque Soloists,10,7,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Es ist vollbracht!,Gardiner - English Baroque Soloists,Classical,10,7,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 7/11 - Und neiget das Haupt und verschied.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Und neiget das Haupt und verschied,Gardiner - English Baroque Soloists,11,7,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Und neiget das Haupt und verschied,Gardiner - English Baroque Soloists,Classical,11,7,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 7/12 - Mein teurer Heiland, lass dich fragen.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Mein teurer Heiland, lass dich fragen",Gardiner - English Baroque Soloists,12,7,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Mein teurer Heiland, lass dich fragen",Gardiner - English Baroque Soloists,Classical,12,7,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 7/13 - Burial - Und siehe da, der Vorhang im Tempel zerr.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Burial - Und siehe da, der Vorhang im Tempel zerr",Gardiner - English Baroque Soloists,13,7,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Burial - Und siehe da, der Vorhang im Tempel zerr",Gardiner - English Baroque Soloists,Classical,13,7,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 7/14 - Mein Herz, indem die ganze Welt.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Mein Herz, indem die ganze Welt",Gardiner - English Baroque Soloists,14,7,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Mein Herz, indem die ganze Welt",Gardiner - English Baroque Soloists,Classical,14,7,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 7/15 - Zerfliesse, mein Herze.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Zerfliesse, mein Herze",Gardiner - English Baroque Soloists,15,7,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Zerfliesse, mein Herze",Gardiner - English Baroque Soloists,Classical,15,7,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 7/16 - Die Juden aber, dieweil es der Rusttag.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Die Juden aber, dieweil es der Rusttag",Gardiner - English Baroque Soloists,16,7,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Die Juden aber, dieweil es der Rusttag",Gardiner - English Baroque Soloists,Classical,16,7,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 7/17 - O hilf, Christe, Gottes Sohn.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"O hilf, Christe, Gottes Sohn",Gardiner - English Baroque Soloists,17,7,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"O hilf, Christe, Gottes Sohn",Gardiner - English Baroque Soloists,Classical,17,7,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 7/18 - Darnach bat Pilatum Joseph von Arimathia.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Darnach bat Pilatum Joseph von Arimathia,Gardiner - English Baroque Soloists,18,7,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Darnach bat Pilatum Joseph von Arimathia,Gardiner - English Baroque Soloists,Classical,18,7,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 7/19 - Ruht wohl, ihr heiligen Gebeine.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Ruht wohl, ihr heiligen Gebeine",Gardiner - English Baroque Soloists,19,7,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Ruht wohl, ihr heiligen Gebeine",Gardiner - English Baroque Soloists,Classical,19,7,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 7/20 - Ach Herr, lass dein lieb Engelein.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Ach Herr, lass dein lieb Engelein",Gardiner - English Baroque Soloists,20,7,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Ach Herr, lass dein lieb Engelein",Gardiner - English Baroque Soloists,Classical,20,7,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 8/01 - Kyrie- Kyrie Eleison (Chorus).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Kyrie- Kyrie Eleison (Chorus),Gardiner- English Baroque Soloists,1,8,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Kyrie- Kyrie Eleison (Chorus),Gardiner- English Baroque Soloists,Classical,1,8,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 8/02 - Christe Eleison (Duet).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Christe Eleison (Duet),Gardiner- English Baroque Soloists,2,8,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Christe Eleison (Duet),Gardiner- English Baroque Soloists,Classical,2,8,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 8/03 - Kyrie Eleison (Chorus).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Kyrie Eleison (Chorus),Gardiner- English Baroque Soloists,3,8,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Kyrie Eleison (Chorus),Gardiner- English Baroque Soloists,Classical,3,8,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 8/04 - Gloria in Excelsis (Chorus).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Gloria in Excelsis (Chorus),Gardiner- English Baroque Soloists,4,8,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Gloria in Excelsis (Chorus),Gardiner- English Baroque Soloists,Classical,4,8,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 8/05 - Et in Terra Pax (Chorus).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Et in Terra Pax (Chorus),Gardiner- English Baroque Soloists,5,8,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Et in Terra Pax (Chorus),Gardiner- English Baroque Soloists,Classical,5,8,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 8/06 - Laudamus Te (Aria).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Laudamus Te (Aria),Gardiner- English Baroque Soloists,6,8,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Laudamus Te (Aria),Gardiner- English Baroque Soloists,Classical,6,8,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 8/07 - Gratia Agimus Tibi (Chorus).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Gratia Agimus Tibi (Chorus),Gardiner- English Baroque Soloists,7,8,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Gratia Agimus Tibi (Chorus),Gardiner- English Baroque Soloists,Classical,7,8,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 8/08 - Dominus Deus (Duet).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Dominus Deus (Duet),Gardiner- English Baroque Soloists,8,8,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Dominus Deus (Duet),Gardiner- English Baroque Soloists,Classical,8,8,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 8/09 - Qui Tollis Peccata Mundi (Chorus).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Qui Tollis Peccata Mundi (Chorus),Gardiner- English Baroque Soloists,9,8,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Qui Tollis Peccata Mundi (Chorus),Gardiner- English Baroque Soloists,Classical,9,8,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 8/10 - Qui Sedes ad Dextram Patris (Aria).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Qui Sedes ad Dextram Patris (Aria),Gardiner- English Baroque Soloists,10,8,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Qui Sedes ad Dextram Patris (Aria),Gardiner- English Baroque Soloists,Classical,10,8,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 8/11 - Quoniam Tu Solus Sanctus (Aria).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Quoniam Tu Solus Sanctus (Aria),Gardiner- English Baroque Soloists,11,8,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Quoniam Tu Solus Sanctus (Aria),Gardiner- English Baroque Soloists,Classical,11,8,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 8/12 - Cum Sancto Spiritu (Chorus).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Cum Sancto Spiritu (Chorus),Gardiner- English Baroque Soloists,12,8,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Cum Sancto Spiritu (Chorus),Gardiner- English Baroque Soloists,Classical,12,8,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 9/01 - Credo - Chorus, In Unum Deum.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Credo - Chorus, In Unum Deum",Gardiner - English Baroque Soloists,1,9,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Credo - Chorus, In Unum Deum",Gardiner - English Baroque Soloists,Classical,1,9,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 9/02 - Chorus, In Unum Deum, Patrem Omnipotentem.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Chorus, In Unum Deum, Patrem Omnipotentem",Gardiner - English Baroque Soloists,2,9,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Chorus, In Unum Deum, Patrem Omnipotentem",Gardiner - English Baroque Soloists,Classical,2,9,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 9/03 - Duet, Et In Unum Dominum.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Duet, Et In Unum Dominum",Gardiner - English Baroque Soloists,3,9,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Duet, Et In Unum Dominum",Gardiner - English Baroque Soloists,Classical,3,9,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 9/04 - Chorus, Et Incarnatus Est.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Chorus, Et Incarnatus Est",Gardiner - English Baroque Soloists,4,9,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Chorus, Et Incarnatus Est",Gardiner - English Baroque Soloists,Classical,4,9,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 9/05 - Chorus, Crucifixus.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Chorus, Crucifixus",Gardiner - English Baroque Soloists,5,9,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Chorus, Crucifixus",Gardiner - English Baroque Soloists,Classical,5,9,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 9/06 - Chorus, Et Resurrexit.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Chorus, Et Resurrexit",Gardiner - English Baroque Soloists,6,9,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Chorus, Et Resurrexit",Gardiner - English Baroque Soloists,Classical,6,9,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 9/07 - Aria, Et In Spiritum Sanctum.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Aria, Et In Spiritum Sanctum",Gardiner - English Baroque Soloists,7,9,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Aria, Et In Spiritum Sanctum",Gardiner - English Baroque Soloists,Classical,7,9,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 9/08 - Chorus, Confiteor.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Chorus, Confiteor",Gardiner - English Baroque Soloists,8,9,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Chorus, Confiteor",Gardiner - English Baroque Soloists,Classical,8,9,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 9/09 - Chorus, Et Exspecto Resurrectionem.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Chorus, Et Exspecto Resurrectionem",Gardiner - English Baroque Soloists,9,9,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Chorus, Et Exspecto Resurrectionem",Gardiner - English Baroque Soloists,Classical,9,9,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 9/10 - Sanctus - Chorus, Sanctus.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Sanctus - Chorus, Sanctus",Gardiner - English Baroque Soloists,10,9,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Sanctus - Chorus, Sanctus",Gardiner - English Baroque Soloists,Classical,10,9,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 9/11 - Chorus I,II Osanna In Excelsis.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Chorus I,II Osanna In Excelsis",Gardiner - English Baroque Soloists,11,9,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Chorus I,II Osanna In Excelsis",Gardiner - English Baroque Soloists,Classical,11,9,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 9/12 - Aria, Benedictus, Qui Venit.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Aria, Benedictus, Qui Venit",Gardiner - English Baroque Soloists,12,9,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Aria, Benedictus, Qui Venit",Gardiner - English Baroque Soloists,Classical,12,9,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 9/13 - Chorus I,II Osanna (Da Capo).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Chorus I,II Osanna (Da Capo)",Gardiner - English Baroque Soloists,13,9,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Chorus I,II Osanna (Da Capo)",Gardiner - English Baroque Soloists,Classical,13,9,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 9/14 - Aria, Agnus Dei.flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Aria, Agnus Dei",Gardiner - English Baroque Soloists,14,9,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Aria, Agnus Dei",Gardiner - English Baroque Soloists,Classical,14,9,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
