track_id,release_id,path,genre_primary,rating,collections,composer,work_title,catalog_system,catalog_number,movement_number,movement_name,title,artist_raw,soloists,ensembles,conductor,conductor_source,conductor_confidence,conductor_candidate,album,album_artist,disc_number,disc_subtitle,track_number,release_year,recording_year,label,catalog_number_release,source_medium,quality_tier,codec,bit_depth,sample_rate,channels,duration_seconds,size_bytes,isrc,is_container_release
trk_4a642d0ed765,rel_f6d975811135,"Bartok - Violin Sonatas - Faust, Kupiec/CD1/04-I Faust [vn] , iv Presto.flac",Classical,,,,I Faust [vn] / iv Presto,,,,,I Faust [vn] / iv Presto,"I Faust [vn], E Kupiec [pf]","I Faust [vn], E Kupiec [pf]",,,,,,Bartok Oeuvres pour violon et piano,,1,,4,2000,,,,Unknown,Redbook,flac,16,44100,2,359.1,22972058,,False
trk_042830e7e22e,rel_f6d975811135,"Bartok - Violin Sonatas - Faust, Kupiec/CD1/05-I Faust [vn], E Kupiec [pf] , Sonata for Violin & Piano Sz 75 - i  Allegro appassionato.flac",Classical,,,,"I Faust [vn], E Kupiec [pf] / Sonata for Violin & Piano",Sz,75,,i Allegro appassionato,"I Faust [vn], E Kupiec [pf] / Sonata for Violin & Piano Sz 75 - i Allegro appassionato","I Faust [vn], E Kupiec [pf]","I Faust [vn], E Kupiec [pf]",,,,,,Bartok Oeuvres pour violon et piano,,1,,5,2000,,,,Unknown,Redbook,flac,16,44100,2,863.9,51874233,,False
trk_e98bf5540887,rel_f6d975811135,"Bartok - Violin Sonatas - Faust, Kupiec/CD1/06-I Faust [vn], E Kupiec [pf] , ii Adagio.flac",Classical,,,,"I Faust [vn], E Kupiec [pf] / ii Adagio",,,,,"I Faust [vn], E Kupiec [pf] / ii Adagio","I Faust [vn], E Kupiec [pf]","I Faust [vn], E Kupiec [pf]",,,,,,Bartok Oeuvres pour violon et piano,,1,,6,2000,,,,Unknown,Redbook,flac,16,44100,2,767.9,38450179,,False
trk_1e1b90eadeaa,rel_f6d975811135,"Bartok - Violin Sonatas - Faust, Kupiec/CD1/07-I Faust [vn], E Kupiec [pf] , iii Allegro.flac",Classical,,,,"I Faust [vn], E Kupiec [pf] / iii Allegro",,,,,"I Faust [vn], E Kupiec [pf] / iii Allegro","I Faust [vn], E Kupiec [pf]","I Faust [vn], E Kupiec [pf]",,,,,,Bartok Oeuvres pour violon et piano,,1,,7,2000,,,,Unknown,Redbook,flac,16,44100,2,632.1,42715727,,False
trk_39812999fc87,rel_f6d975811135,"Bartok - Violin Sonatas - Faust, Kupiec/CD2/01-Bartok Violin Sonata No 2 - 1 Molto moderato.flac",Classical,,,,Bartok Violin Sonata No 2,,,,1 Molto moderato,Bartok Violin Sonata No 2 - 1 Molto moderato,"Isabelle Faust, violin, Florent Boffard, piano","Isabelle Faust, violin, Florent Boffard, piano",,,,,,Bartok Oeuvres pour violon et piano,,2,,1,2000,,,,Unknown,Redbook,flac,16,44100,2,503.4,30595543,,False
trk_6f491fcf7cd9,rel_f6d975811135,"Bartok - Violin Sonatas - Faust, Kupiec/CD2/02-Bartok Violin Sonata No 2 - 2 Allegretto.flac",Classical,,,,Bartok Violin Sonata No 2 - 2 Allegretto,,,,,Bartok Violin Sonata No 2 - 2 Allegretto,"Isabelle Faust, violin, Florent Boffard, piano","Isabelle Faust, violin, Florent Boffard, piano",,,,,,Bartok Oeuvres pour violon et piano,,2,,2,2000,,,,Unknown,Redbook,flac,16,44100,2,690.8,42836240,,False
trk_c346e643db99,rel_f6d975811135,"Bartok - Violin Sonatas - Faust, Kupiec/CD2/03-Bartok Rhapsody No 1 - 1 Lassu - Moderato.flac",Classical,,,,Bartok Rhapsody No 1 - 1 Lassu,,,,Moderato,Bartok Rhapsody No 1 - 1 Lassu - Moderato,"Isabelle Faust, violin, Florent Boffard, piano","Isabelle Faust, violin, Florent Boffard, piano",,,,,,Bartok Oeuvres pour violon et piano,,2,,3,2000,,,,Unknown,Redbook,flac,16,44100,2,251.3,18473136,,False
trk_1925110c0780,rel_f6d975811135,"Bartok - Violin Sonatas - Faust, Kupiec/CD2/04-Bartok Rhapsody No 1 - 2 Friss - Allegretto moderato.flac",Classical,,,,Bartok Rhapsody No 1 - 2 Friss,,,,Allegretto moderato,Bartok Rhapsody No 1 - 2 Friss - Allegretto moderato,"Isabelle Faust, violin, Florent Boffard, piano","Isabelle Faust, violin, Florent Boffard, piano",,,,,,Bartok Oeuvres pour violon et piano,,2,,4,2000,,,,Unknown,Redbook,flac,16,44100,2,340.4,25251675,,False
trk_f7f32e6a4eb8,rel_f6d975811135,"Bartok - Violin Sonatas - Faust, Kupiec/CD2/05-Bartok Rhapsody No 2 - 1 Lassu - Moderato.flac",Classical,,,,Bartok Rhapsody No 2 - 1 Lassu,,,,Moderato,Bartok Rhapsody No 2 - 1 Lassu - Moderato,"Isabelle Faust, violin, Florent Boffard, piano","Isabelle Faust, violin, Florent Boffard, piano",,,,,,Bartok Oeuvres pour violon et piano,,2,,5,2000,,,,Unknown,Redbook,flac,16,44100,2,275.0,20038783,,False
trk_136ddd4eedda,rel_f6d975811135,"Bartok - Violin Sonatas - Faust, Kupiec/CD2/06-Bartok Rhapsody No 2 - 2 Friss - Allegro moderato.flac",Classical,,,,Bartok Rhapsody No 2 - 2 Friss,,,,Allegro moderato,Bartok Rhapsody No 2 - 2 Friss - Allegro moderato,"Isabelle Faust, violin, Florent Boffard, piano","Isabelle Faust, violin, Florent Boffard, piano",,,,,,Bartok Oeuvres pour violon et piano,,2,,6,2000,,,,Unknown,Redbook,flac,16,44100,2,366.4,28719120,,False
trk_fc65760da94a,rel_f6d975811135,"Bartok - Violin Sonatas - Faust, Kupiec/CD2/07-Bartok Romanian Folk Dances - 1 Danse du baton (Stick Dance).flac",Classical,,,,Bartok Romanian Folk Dances - 1 Danse du baton (Stick Dance),,,,,Bartok Romanian Folk Dances - 1 Danse du baton (Stick Dance),"Isabelle Faust, violin, Florent Boffard, piano","Isabelle Faust, violin, Florent Boffard, piano",,,,,,Bartok Oeuvres pour violon et piano,,2,,7,2000,,,,Unknown,Redbook,flac,16,44100,2,72.5,5210412,,False
trk_059a44732a84,rel_f6d975811135,"Bartok - Violin Sonatas - Faust, Kupiec/CD2/08-Bartok Romanian Folk Dances - 2 Danse de la ceinture (Sash Dance).flac",Classical,,,,Bartok Romanian Folk Dances - 2 Danse de la ceinture (Sash Dance),,,,,Bartok Romanian Folk Dances - 2 Danse de la ceinture (Sash Dance),"Isabelle Faust, violin, Florent Boffard, piano","Isabelle Faust, violin, Florent Boffard, piano",,,,,,Bartok Oeuvres pour violon et piano,,2,,8,2000,,,,Unknown,Redbook,flac,16,44100,2,27.9,1823983,,False
trk_4117cf463e4a,rel_f6d975811135,"Bartok - Violin Sonatas - Faust, Kupiec/CD2/09-Bartok Romanian Folk Dances - 3 Trepigneuse (In one spot).flac",Classical,,,,Bartok Romanian Folk Dances - 3 Trepigneuse (In one spot),,,,,Bartok Romanian Folk Dances - 3 Trepigneuse (In one spot),"Isabelle Faust, violin, Florent Boffard, piano","Isabelle Faust, violin, Florent Boffard, piano",,,,,,Bartok Oeuvres pour violon et piano,,2,,9,2000,,,,Unknown,Redbook,flac,16,44100,2,73.6,3513761,,False
trk_8952a02d8056,rel_f6d975811135,"Bartok - Violin Sonatas - Faust, Kupiec/CD2/10-Bartok Romanian Folk Dances - 4 Danse de ceux de Bacium (Horn Dance).flac",Classical,,,,Bartok Romanian Folk Dances - 4 Danse de ceux de Bacium (Horn Dance),,,,,Bartok Romanian Folk Dances - 4 Danse de ceux de Bacium (Horn Dance),"Isabelle Faust, violin, Florent Boffard, piano","Isabelle Faust, violin, Florent Boffard, piano",,,,,,Bartok Oeuvres pour violon et piano,,2,,10,2000,,,,Unknown,Redbook,flac,16,44100,2,80.8,6204201,,False
trk_e524845d841d,rel_f6d975811135,"Bartok - Violin Sonatas - Faust, Kupiec/CD2/11-Bartok Romanian Folk Dances - 5 Polka roumaine (Romanian Polka).flac",Classical,,,,Bartok Romanian Folk Dances - 5 Polka roumaine (Romanian Polka),,,,,Bartok Romanian Folk Dances - 5 Polka roumaine (Romanian Polka),"Isabelle Faust, violin, Florent Boffard, piano","Isabelle Faust, violin, Florent Boffard, piano",,,,,,Bartok Oeuvres pour violon et piano,,2,,11,2000,,,,Unknown,Redbook,flac,16,44100,2,31.4,2370484,,False
trk_26872912d749,rel_f6d975811135,"Bartok - Violin Sonatas - Faust, Kupiec/CD2/12-Bartok Romanian Folk Dances - 6 Danse precipitee (Fast Dance - from Belenyes and Nyagra).flac",Classical,,,,Bartok Romanian Folk Dances - 6 Danse precipitee (Fast Dance - from Belenyes and Nyagra),,,,,Bartok Romanian Folk Dances - 6 Danse precipitee (Fast Dance - from Belenyes and Nyagra),"Isabelle Faust, violin, Florent Boffard, piano","Isabelle Faust, violin, Florent Boffard, piano",,,,,,Bartok Oeuvres pour violon et piano,,2,,12,2000,,,,Unknown,Redbook,flac,16,44100,2,51.3,4213389,,False
trk_e80d5e0b519f,rel_d1eab86dd92f,"Bartok - Works for Violin and Piano, Vol.1/Bartok- Works for Violin and Piano, Vol.1.flac",,,,,"Works for Violin and Piano, Vol.1",,,,,,,,,,,,,"Bartok - Works for Violin and Piano, Vol.1",,,,,,,,,Unknown,Redbook,flac,16,44100,2,4833.3,311935328,,True
trk_6c6b85881ba0,rel_29b141e7670b,"Bartok - Works for Violin and Piano, Vol.2/Bartok- Works for Violin and Piano, Vol.2.flac",,,,,"Works for Violin and Piano, Vol.2",,,,,,,,,,,,,"Bartok - Works for Violin and Piano, Vol.2",,,,,,,,,Unknown,Redbook,flac,16,44100,2,4688.6,312137143,,True
trk_47c312995e81,rel_bdde45380c96,Bartók - Boulez/Bartók - Boulez   cd 1 - Four Orchestral Pieces - Concerto For Orchestra/01 - Four Orchestral Pieces Op. 12 (Sz 51) - 1. Preludio - Moderato.flac,Classical,,,,Four Orchestral Pieces Op. 12 (,Sz,51,,Moderato,Four Orchestral Pieces Op. 12 (Sz 51) - 1. Preludio - Moderato,Bartók - Boulez cd 1,Bartók - Boulez cd 1,,Pierre Boulez,folder_path,high,,Four Orchestral Pieces - Concerto For Orchestra,,,,1,2009,,,,CD,Redbook,flac,16,44100,2,392.0,28335089,,False
trk_9d4c720ce13d,rel_bdde45380c96,Bartók - Boulez/Bartók - Boulez   cd 1 - Four Orchestral Pieces - Concerto For Orchestra/02 - 2. Scherzo - Allegro.flac,Classical,,,,Four Orchestral Pieces Op. 12 (,Sz,51,2,Scherzo - Allegro,2. Scherzo - Allegro,Bartók - Boulez cd 1,Bartók - Boulez cd 1,,Pierre Boulez,folder_path,high,,Four Orchestral Pieces - Concerto For Orchestra,,,,2,2009,,,,CD,Redbook,flac,16,44100,2,373.0,31827632,,False
trk_2ac951660126,rel_bdde45380c96,Bartók - Boulez/Bartók - Boulez   cd 1 - Four Orchestral Pieces - Concerto For Orchestra/03 - 3. Intermezzo - Moderato.flac,Classical,,,,Four Orchestral Pieces Op. 12 (,Sz,51,3,Intermezzo - Moderato,3. Intermezzo - Moderato,Bartók - Boulez cd 1,Bartók - Boulez cd 1,,Pierre Boulez,folder_path,high,,Four Orchestral Pieces - Concerto For Orchestra,,,,3,2009,,,,CD,Redbook,flac,16,44100,2,303.0,17642665,,False
trk_ecd257e95883,rel_bdde45380c96,Bartók - Boulez/Bartók - Boulez   cd 1 - Four Orchestral Pieces - Concerto For Orchestra/04 - 4. Marcia Funebre - Maestoso.flac,Classical,,,,Four Orchestral Pieces Op. 12 (,Sz,51,4,Marcia Funebre - Maestoso,4. Marcia Funebre - Maestoso,Bartók - Boulez cd 1,Bartók - Boulez cd 1,,Pierre Boulez,folder_path,high,,Four Orchestral Pieces - Concerto For Orchestra,,,,4,2009,,,,CD,Redbook,flac,16,44100,2,306.0,22077009,,False
trk_9ab01ddef89b,rel_bdde45380c96,Bartók - Boulez/Bartók - Boulez   cd 1 - Four Orchestral Pieces - Concerto For Orchestra/05 - Concerto For Orchestra (Sz 116) - 1. Introduzione - Andante Non Troppo - Allegro vivace - Tempo I.flac,Classical,,,,Concerto For Orchestra (,Sz,116,,Allegro vivace,Concerto For Orchestra (Sz 116) - 1. Introduzione - Andante Non Troppo - Allegro vivace - Tempo I,Bartók - Boulez cd 1,Bartók - Boulez cd 1,,Pierre Boulez,folder_path,high,,Four Orchestral Pieces - Concerto For Orchestra,,,,5,2009,,,,CD,Redbook,flac,16,44100,2,570.0,39266403,,False
trk_b9706e44179a,rel_bdde45380c96,Bartók - Boulez/Bartók - Boulez   cd 1 - Four Orchestral Pieces - Concerto For Orchestra/06 - 2. Giuoco Delle Coppie - Allegretto Scherzando.flac,Classical,,,,2. Giuoco Delle Coppie - Allegretto Scherzando,,,,,2. Giuoco Delle Coppie - Allegretto Scherzando,Bartók - Boulez cd 1,Bartók - Boulez cd 1,,Pierre Boulez,folder_path,high,,Four Orchestral Pieces - Concerto For Orchestra,,,,6,2009,,,,CD,Redbook,flac,16,44100,2,386.0,22622913,,False
trk_2d8ec258d6b5,rel_bdde45380c96,"Bartók - Boulez/Bartók - Boulez   cd 1 - Four Orchestral Pieces - Concerto For Orchestra/07 - 3. Elegia - Andante, Non Troppo.flac",Classical,,,,Four Orchestral Pieces Op. 12 (,Sz,51,3,"Elegia - Andante, Non Troppo","3. Elegia - Andante, Non Troppo",Bartók - Boulez cd 1,Bartók - Boulez cd 1,,Pierre Boulez,folder_path,high,,Four Orchestral Pieces - Concerto For Orchestra,,,,7,2009,,,,CD,Redbook,flac,16,44100,2,463.0,31755442,,False
trk_e9e757cb3501,rel_bdde45380c96,Bartók - Boulez/Bartók - Boulez   cd 1 - Four Orchestral Pieces - Concerto For Orchestra/08 - 4. Intermezzo Interrotto - Allegretto.flac,Classical,,,,Four Orchestral Pieces Op. 12 (,Sz,51,4,Intermezzo Interrotto - Allegretto,4. Intermezzo Interrotto - Allegretto,Bartók - Boulez cd 1,Bartók - Boulez cd 1,,Pierre Boulez,folder_path,high,,Four Orchestral Pieces - Concerto For Orchestra,,,,8,2009,,,,CD,Redbook,flac,16,44100,2,242.0,14542471,,False
trk_8980a4828387,rel_bdde45380c96,Bartók - Boulez/Bartók - Boulez   cd 1 - Four Orchestral Pieces - Concerto For Orchestra/09 - 5. Finale - Pesante - Presto.flac,Classical,,,,Four Orchestral Pieces Op. 12 (,Sz,51,5,Finale - Pesante - Presto,5. Finale - Pesante - Presto,Bartók - Boulez cd 1,Bartók - Boulez cd 1,,Pierre Boulez,folder_path,high,,Four Orchestral Pieces - Concerto For Orchestra,,,,9,2009,,,,CD,Redbook,flac,16,44100,2,564.0,45117407,,False
trk_1f21dfaeefe5,rel_93be43cf8430,Bartók - Boulez/Bartók - Boulez   cd 2 - Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento/01 - Tanz Suite Sz77  - 1. Moderato.flac,Classical,,,,Tanz Suite,Sz,77,1,Moderato,Tanz Suite Sz77 - 1. Moderato,Bartók - Boulez cd 2,Bartók - Boulez cd 2,,Pierre Boulez,folder_path,medium,,Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento,,,,1,2009,,,,CD,Redbook,flac,16,44100,2,220.8,13316506,,False
trk_974929647285,rel_93be43cf8430,Bartók - Boulez/Bartók - Boulez   cd 2 - Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento/02 - 2. Allegro molto.flac,Classical,,,,Tanz Suite,Sz,77,2,Allegro molto,2. Allegro molto,Bartók - Boulez cd 2,Bartók - Boulez cd 2,,Pierre Boulez,folder_path,medium,,Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento,,,,2,2009,,,,CD,Redbook,flac,16,44100,2,136.2,10457647,,False
trk_00e230911a9a,rel_93be43cf8430,Bartók - Boulez/Bartók - Boulez   cd 2 - Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento/03 - 3. Allegro vivace.flac,Classical,,,,Tanz Suite,Sz,77,3,Allegro vivace,3. Allegro vivace,Bartók - Boulez cd 2,Bartók - Boulez cd 2,,Pierre Boulez,folder_path,medium,,Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento,,,,3,2009,,,,CD,Redbook,flac,16,44100,2,177.3,15175916,,False
trk_064a3e45563e,rel_93be43cf8430,Bartók - Boulez/Bartók - Boulez   cd 2 - Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento/04 - 4. Molto tranquillo.flac,Classical,,,,Tanz Suite,Sz,77,4,Molto tranquillo,4. Molto tranquillo,Bartók - Boulez cd 2,Bartók - Boulez cd 2,,Pierre Boulez,folder_path,medium,,Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento,,,,4,2009,,,,CD,Redbook,flac,16,44100,2,155.8,8697356,,False
trk_1a08d3547e3e,rel_93be43cf8430,Bartók - Boulez/Bartók - Boulez   cd 2 - Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento/05 - 5. Comodo.flac,Classical,,,,Tanz Suite,Sz,77,5,Comodo,5. Comodo,Bartók - Boulez cd 2,Bartók - Boulez cd 2,,Pierre Boulez,folder_path,medium,,Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento,,,,5,2009,,,,CD,Redbook,flac,16,44100,2,61.5,3354931,,False
trk_d2340f33ca2d,rel_93be43cf8430,Bartók - Boulez/Bartók - Boulez   cd 2 - Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento/06 - 6. Finale- Allegro.flac,Classical,,,,Tanz Suite,Sz,77,6,Finale: Allegro,6. Finale: Allegro,Bartók - Boulez cd 2,Bartók - Boulez cd 2,,Pierre Boulez,folder_path,medium,,Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento,,,,6,2009,,,,CD,Redbook,flac,16,44100,2,252.3,20739259,,False
trk_2e30810fa80b,rel_93be43cf8430,Bartók - Boulez/Bartók - Boulez   cd 2 - Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento/07 - Two Pictures op10 Sz746 - 1. In voller Bluete.flac,Classical,,,,Two Pictures op10,Sz,746,1,In voller Bluete,Two Pictures op10 Sz746 - 1. In voller Bluete,Bartók - Boulez cd 2,Bartók - Boulez cd 2,,Pierre Boulez,folder_path,medium,,Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento,,,,7,2009,,,,CD,Redbook,flac,16,44100,2,522.0,33291066,,False
trk_3c23fa03cf73,rel_93be43cf8430,Bartók - Boulez/Bartók - Boulez   cd 2 - Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento/08 - 2. Dorftanz.flac,Classical,,,,Tanz Suite,Sz,77,2,Dorftanz,2. Dorftanz,Bartók - Boulez cd 2,Bartók - Boulez cd 2,,Pierre Boulez,folder_path,medium,,Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento,,,,8,2009,,,,CD,Redbook,flac,16,44100,2,593.0,42346090,,False
trk_c43418989bac,rel_93be43cf8430,Bartók - Boulez/Bartók - Boulez   cd 2 - Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento/09 - Hungarian Sketches Sz97 - 1. Ein Abend auf dem Lande - Lento rubato - Allegro.flac,Classical,,,,Hungarian Sketches,Sz,97,,Allegro,Hungarian Sketches Sz97 - 1. Ein Abend auf dem Lande - Lento rubato - Allegro,Bartók - Boulez cd 2,Bartók - Boulez cd 2,,Pierre Boulez,folder_path,medium,,Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento,,,,9,2009,,,,CD,Redbook,flac,16,44100,2,168.0,9059634,,False
trk_72054f024aa2,rel_93be43cf8430,Bartók - Boulez/Bartók - Boulez   cd 2 - Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento/10 - 2. Barentanz - Allegro vivace.flac,Classical,,,,Tanz Suite,Sz,77,2,Barentanz - Allegro vivace,2. Barentanz - Allegro vivace,Bartók - Boulez cd 2,Bartók - Boulez cd 2,,Pierre Boulez,folder_path,medium,,Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento,,,,10,2009,,,,CD,Redbook,flac,16,44100,2,89.0,6862234,,False
trk_8f3fba89fafc,rel_93be43cf8430,Bartók - Boulez/Bartók - Boulez   cd 2 - Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento/11 - 3. Melodie - Andante.flac,Classical,,,,Tanz Suite,Sz,77,3,Melodie - Andante,3. Melodie - Andante,Bartók - Boulez cd 2,Bartók - Boulez cd 2,,Pierre Boulez,folder_path,medium,,Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento,,,,11,2009,,,,CD,Redbook,flac,16,44100,2,141.0,7976030,,False
trk_760bc4dfa4cc,rel_93be43cf8430,Bartók - Boulez/Bartók - Boulez   cd 2 - Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento/12 - 4.Etwas angeheitert - Leggermente ubriaco.flac,Classical,,,,4.Etwas angeheitert - Leggermente ubriaco,,,,,4.Etwas angeheitert - Leggermente ubriaco,Bartók - Boulez cd 2,Bartók - Boulez cd 2,,Pierre Boulez,folder_path,medium,,Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento,,,,12,2009,,,,CD,Redbook,flac,16,44100,2,130.8,8259023,,False
trk_9c4559811e8f,rel_93be43cf8430,Bartók - Boulez/Bartók - Boulez   cd 2 - Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento/13 - 5. Ueroeger Schweinehirtentanz - Allegro molto.flac,Classical,,,,Tanz Suite,Sz,77,5,Ueroeger Schweinehirtentanz - Allegro molto,5. Ueroeger Schweinehirtentanz - Allegro molto,Bartók - Boulez cd 2,Bartók - Boulez cd 2,,Pierre Boulez,folder_path,medium,,Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento,,,,13,2009,,,,CD,Redbook,flac,16,44100,2,129.2,8267671,,False
trk_6fd58bae48c6,rel_93be43cf8430,Bartók - Boulez/Bartók - Boulez   cd 2 - Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento/14 - Divertimento Sz113 - 1. Allegro non troppo.flac,Classical,,,,Divertimento,Sz,113,1,Allegro non troppo,Divertimento Sz113 - 1. Allegro non troppo,Bartók - Boulez cd 2,Bartók - Boulez cd 2,,Pierre Boulez,folder_path,medium,,Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento,,,,14,2009,,,,CD,Redbook,flac,16,44100,2,542.0,41447950,,False
trk_e260bd7fbf1a,rel_93be43cf8430,Bartók - Boulez/Bartók - Boulez   cd 2 - Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento/15 - 2. Molto adagio.flac,Classical,,,,Tanz Suite,Sz,77,2,Molto adagio,2. Molto adagio,Bartók - Boulez cd 2,Bartók - Boulez cd 2,,Pierre Boulez,folder_path,medium,,Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento,,,,15,2009,,,,CD,Redbook,flac,16,44100,2,575.0,35225721,,False
trk_9262fc188301,rel_93be43cf8430,Bartók - Boulez/Bartók - Boulez   cd 2 - Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento/16 - 3. Allegro assai.flac,Classical,,,,Tanz Suite,Sz,77,3,Allegro assai,3. Allegro assai,Bartók - Boulez cd 2,Bartók - Boulez cd 2,,Pierre Boulez,folder_path,medium,,Tanz Suite - Two Pictures - Hungarian Sketches - Divertimento,,,,16,2009,,,,CD,Redbook,flac,16,44100,2,455.0,35167775,,False
trk_44581b9a113b,rel_ca3792184a51,"Bartók - Boulez/Bartók - Boulez   cd 3 - Piano Concertos 1 - 3/01 - Piano Concerto No.1 in E minor, Sz.83 (1926) - 1. Allegro moderato - Allegro.flac",Classical,,,,Piano Concerto No.1 in E minor,Sz,83,,Allegro,"Piano Concerto No.1 in E minor, Sz.83 (1926) - 1. Allegro moderato - Allegro",Bartók - Boulez cd 3,Bartók - Boulez cd 3,,Pierre Boulez,folder_path,medium,,Piano Concertos 1 - 3,,,,1,2009,,,,CD,Redbook,flac,16,44100,2,525.0,35845327,,False
trk_0a359465d8ae,rel_ca3792184a51,Bartók - Boulez/Bartók - Boulez   cd 3 - Piano Concertos 1 - 3/02 - 2. Andante - Allegro - attacca-.flac,Classical,,,,Piano Concertos 1,,,2,Andante - Allegro - attacca:,2. Andante - Allegro - attacca:,Bartók - Boulez cd 3,Bartók - Boulez cd 3,,Pierre Boulez,folder_path,medium,,Piano Concertos 1 - 3,,,,2,2009,,,,CD,Redbook,flac,16,44100,2,472.5,21453177,,False
trk_e36901ebcbf1,rel_ca3792184a51,Bartók - Boulez/Bartók - Boulez   cd 3 - Piano Concertos 1 - 3/03 - 3. Allegro molto.flac,Classical,,,,Piano Concertos 1,,,3,Allegro molto,3. Allegro molto,Bartók - Boulez cd 3,Bartók - Boulez cd 3,,Pierre Boulez,folder_path,medium,,Piano Concertos 1 - 3,,,,3,2009,,,,CD,Redbook,flac,16,44100,2,407.5,28105113,,False
trk_037575928c36,rel_ca3792184a51,"Bartók - Boulez/Bartók - Boulez   cd 3 - Piano Concertos 1 - 3/04 - Piano Concerto No.2 in G major, Sz.95 (1930-1) - 1. Allegro.flac",Classical,,,,Piano Concerto No.2 in G major,Sz,95,1,Allegro,"Piano Concerto No.2 in G major, Sz.95 (1930-1) - 1. Allegro",Bartók - Boulez cd 3,Bartók - Boulez cd 3,,Pierre Boulez,folder_path,medium,,Piano Concertos 1 - 3,,,,4,2009,,,,CD,Redbook,flac,16,44100,2,565.0,38498348,,False
trk_f69c6fdd7c3c,rel_ca3792184a51,Bartók - Boulez/Bartók - Boulez   cd 3 - Piano Concertos 1 - 3/05 - 2. Adagio - Presto - Adagio.flac,Classical,,,,Piano Concertos 1,,,2,Adagio - Presto - Adagio,2. Adagio - Presto - Adagio,Bartók - Boulez cd 3,Bartók - Boulez cd 3,,Pierre Boulez,folder_path,medium,,Piano Concertos 1 - 3,,,,5,2009,,,,CD,Redbook,flac,16,44100,2,686.0,33528595,,False
trk_c5841c324020,rel_ca3792184a51,Bartók - Boulez/Bartók - Boulez   cd 3 - Piano Concertos 1 - 3/06 - 3. Allegro molto - Presto.flac,Classical,,,,Piano Concertos 1,,,3,Allegro molto - Presto,3. Allegro molto - Presto,Bartók - Boulez cd 3,Bartók - Boulez cd 3,,Pierre Boulez,folder_path,medium,,Piano Concertos 1 - 3,,,,6,2009,,,,CD,Redbook,flac,16,44100,2,381.0,28111045,,False
trk_cd9484b36b53,rel_ca3792184a51,"Bartók - Boulez/Bartók - Boulez   cd 3 - Piano Concertos 1 - 3/07 - Piano Concerto No.3 in E major, Sz.119 (1945, Tibor Serly) - 1. Allegretto.flac",Classical,,,,Piano Concerto No.3 in E major,Sz,119,1,Allegretto,"Piano Concerto No.3 in E major, Sz.119 (1945, Tibor Serly) - 1. Allegretto",Bartók - Boulez cd 3,Bartók - Boulez cd 3,,Pierre Boulez,folder_path,medium,,Piano Concertos 1 - 3,,,,7,2009,,,,CD,Redbook,flac,16,44100,2,453.0,27569496,,False
trk_3da3b9d636d3,rel_ca3792184a51,Bartók - Boulez/Bartók - Boulez   cd 3 - Piano Concertos 1 - 3/08 - 2. Adagio religioso.flac,Classical,,,,Piano Concertos 1,,,2,Adagio religioso,2. Adagio religioso,Bartók - Boulez cd 3,Bartók - Boulez cd 3,,Pierre Boulez,folder_path,medium,,Piano Concertos 1 - 3,,,,8,2009,,,,CD,Redbook,flac,16,44100,2,672.7,32113931,,False
trk_0d8d5ba51a9b,rel_ca3792184a51,Bartók - Boulez/Bartók - Boulez   cd 3 - Piano Concertos 1 - 3/09 - 3. Allegro vivace.flac,Classical,,,,Piano Concertos 1,,,3,Allegro vivace,3. Allegro vivace,Bartók - Boulez cd 3,Bartók - Boulez cd 3,,Pierre Boulez,folder_path,medium,,Piano Concertos 1 - 3,,,,9,2009,,,,CD,Redbook,flac,16,44100,2,422.6,27803119,,False
